transcript,gene,classification,half-life
NONHSAT224830.1,NONHSAG104849.1,Intergenic,0.80221192
NONHSAT224834.1,NONHSAG000791.3,Intergenic,0.162098597
NONHSAT224837.1,NONHSAG104850.1,Intergenic,3.785631519
NONHSAT224843.1,NONHSAG000838.3,Intergenic,2.548943374
NONHSAT224844.1,NONHSAG000843.3,Intergenic,1.612672147
NONHSAT224847.1,NONHSAG000843.3,Intergenic,2.441814245
NONHSAT224848.1,NONHSAG000843.3,Intergenic,2.78996816
NONHSAT224850.1,NONHSAG104855.1,Intergenic,0.368256051
NONHSAT224852.1,NONHSAG104857.1,Intergenic,2.128233844
NONHSAT224853.1,NONHSAG000851.3,Intergenic,8.110921372
NONHSAT224859.1,NONHSAG000882.3,Intergenic,23.90988011
NONHSAT224862.1,NONHSAG000882.3,Intergenic,1.343712951
NONHSAT224863.1,NONHSAG000882.3,Intergenic,4.161735616
NONHSAT224866.1,NONHSAG056279.2,Intergenic,6.218420413
NONHSAT224867.1,NONHSAG056279.2,Intergenic,1.712924549
NONHSAT224874.1,NONHSAG058882.2,Intergenic,0.690444814
NONHSAT224881.1,NONHSAG000925.3,Intergenic,4.843042425
NONHSAT224882.1,NONHSAG000939.3,Intergenic,3.065606176
NONHSAT224883.1,NONHSAG000944.3,Intergenic,3.076439921
NONHSAT224884.1,NONHSAG104864.1,Intergenic,2.46111055
NONHSAT224893.1,NONHSAG104867.1,Intergenic,3.055190996
NONHSAT224900.1,NONHSAG001041.3,Intergenic,5.342344548
NONHSAT224901.1,NONHSAG001041.3,Intergenic,4.440116249
NONHSAT224904.1,NONHSAG056315.2,Intergenic,3.332724673
NONHSAT224909.1,NONHSAG104873.1,Intergenic,4.189100052
NONHSAT224911.1,NONHSAG104874.1,Intergenic,2.988899029
NONHSAT224920.1,NONHSAG104879.1,Intergenic,2.409688486
NONHSAT224930.1,NONHSAG056346.2,Intergenic,1.711364449
NONHSAT224938.1,NONHSAG058941.2,Intergenic,2.554625247
NONHSAT224942.1,NONHSAG058941.2,Intergenic,3.296907897
NONHSAT224948.1,NONHSAG104885.1,Intergenic,2.74021776
NONHSAT224950.1,NONHSAG001174.3,Intergenic,1.458612957
NONHSAT224956.1,NONHSAG104887.1,Intergenic,6.107191661
NONHSAT224961.1,NONHSAG056370.2,Intergenic,1.962564147
NONHSAT224962.1,NONHSAG056370.2,Intergenic,2.509150682
NONHSAT224966.1,NONHSAG001191.3,Intergenic,0.578839343
NONHSAT224967.1,NONHSAG001191.3,Intergenic,5.198343254
NONHSAT224968.1,NONHSAG001191.3,Intergenic,2.316687266
NONHSAT224971.1,NONHSAG104891.1,Intergenic,3.835454358
NONHSAT224974.1,NONHSAG104894.1,Intergenic,5.341987673
NONHSAT224984.1,NONHSAG056390.2,Intergenic,8.873738274
NONHSAT224994.1,NONHSAG001259.3,Intergenic,1.205040997
NONHSAT224997.1,NONHSAG001259.3,Intergenic,0.568948359
NONHSAT225003.1,NONHSAG056407.2,Intergenic,4.889169839
NONHSAT225004.1,NONHSAG056407.2,Intergenic,0.786093635
NONHSAT225005.1,NONHSAG056407.2,Intergenic,2.476341982
NONHSAT225008.1,NONHSAG104903.1,Intergenic,3.047115258
NONHSAT225015.1,NONHSAG104907.1,Intergenic,1.94754493
NONHSAT225019.1,NONHSAG001365.3,Intergenic,2.89621661
NONHSAT225020.1,NONHSAG104909.1,Intergenic,4.423273082
NONHSAT225028.1,NONHSAG001438.3,Intergenic,2.565122541
NONHSAT225040.1,NONHSAG056452.2,Intergenic,3.046224377
NONHSAT225049.1,NONHSAG056456.2,Intergenic,1.883535232
NONHSAT225056.1,NONHSAG059016.2,Intergenic,1.176975913
NONHSAT225085.1,NONHSAG056483.2,Intergenic,1.043586301
NONHSAT225087.1,NONHSAG056483.2,Intergenic,1.789421374
NONHSAT225088.1,NONHSAG056483.2,Intergenic,5.638265678
NONHSAT225094.1,NONHSAG056483.2,Intergenic,0.658790719
NONHSAT225095.1,NONHSAG056483.2,Intergenic,0.95788571
NONHSAT225097.1,NONHSAG059052.2,Intergenic,1.88961786
NONHSAT225098.1,NONHSAG059052.2,Intergenic,4.490542761
NONHSAT225111.1,NONHSAG001683.3,Intergenic,1.392801228
NONHSAT225134.1,NONHSAG001815.3,Intergenic,2.492220783
NONHSAT225136.1,NONHSAG001815.3,Intergenic,0.992117568
NONHSAT225151.1,NONHSAG001862.3,Intergenic,4.012685561
NONHSAT225155.1,NONHSAG001862.3,Intergenic,1.165885911
NONHSAT225157.1,NONHSAG001862.3,Intergenic,1.729268948
NONHSAT225158.1,NONHSAG001862.3,Intergenic,1.265085879
NONHSAT225159.1,NONHSAG104937.1,Intergenic,8.996188285
NONHSAT225168.1,NONHSAG001920.3,Intergenic,3.508549418
NONHSAT225172.1,NONHSAG104944.1,Intergenic,5.619529956
NONHSAT225174.1,NONHSAG104946.1,Intergenic,4.042505275
NONHSAT225177.1,NONHSAG104947.1,Intergenic,6.438698324
NONHSAT225178.1,NONHSAG104947.1,Intergenic,14.56024413
NONHSAT225187.1,NONHSAG104948.1,Intergenic,8.729350281
NONHSAT225192.1,NONHSAG001993.3,Intergenic,0.955272695
NONHSAT225205.1,NONHSAG104951.1,Intergenic,2.703878254
NONHSAT225211.1,NONHSAG104954.1,Intergenic,3.527318035
NONHSAT225212.1,NONHSAG056655.2,Intergenic,13.58215075
NONHSAT225213.1,NONHSAG056655.2,Intergenic,3.615480542
NONHSAT225231.1,NONHSAG056662.2,Intergenic,2.777310443
NONHSAT225255.1,NONHSAG104962.1,Intergenic,1.928296997
NONHSAT225259.1,NONHSAG056688.2,Intergenic,2.060404269
NONHSAT225260.1,NONHSAG056688.2,Intergenic,1.77647979
NONHSAT225261.1,NONHSAG056688.2,Intergenic,1.852113093
NONHSAT225262.1,NONHSAG056688.2,Intergenic,4.05173591
NONHSAT225266.1,NONHSAG056688.2,Intergenic,1.254286957
NONHSAT225267.1,NONHSAG056688.2,Intergenic,3.886710448
NONHSAT225271.1,NONHSAG056688.2,Intergenic,2.633846117
NONHSAT225273.1,NONHSAG002228.3,Intergenic,1.704318668
NONHSAT225274.1,NONHSAG002228.3,Intergenic,3.227244372
NONHSAT225275.1,NONHSAG002228.3,Intergenic,1.466872075
NONHSAT225276.1,NONHSAG002228.3,Intergenic,1.407656146
NONHSAT225278.1,NONHSAG002228.3,Intergenic,1.659297846
NONHSAT225279.1,NONHSAG002228.3,Intergenic,1.605556526
NONHSAT225333.1,NONHSAG002303.3,Intergenic,5.083200273
NONHSAT225334.1,NONHSAG002305.3,Intergenic,0.985999243
NONHSAT225344.1,NONHSAG104987.1,Intergenic,0.863063911
NONHSAT225347.1,NONHSAG104987.1,Intergenic,2.718404668
NONHSAT225348.1,NONHSAG104987.1,Intergenic,3.689966695
NONHSAT225386.1,NONHSAG002454.3,Intergenic,1.242700622
NONHSAT225390.1,NONHSAG002460.3,Intergenic,2.164291325
NONHSAT225391.1,NONHSAG002460.3,Intergenic,2.23427347
NONHSAT225392.1,NONHSAG002460.3,Intergenic,4.1391563
NONHSAT225393.1,NONHSAG002460.3,Intergenic,2.507112134
NONHSAT225394.1,NONHSAG002465.3,Intergenic,2.072929571
NONHSAT225395.1,NONHSAG104996.1,Intergenic,10.49524183
NONHSAT225399.1,NONHSAG002485.3,Intergenic,1.744506696
NONHSAT225400.1,NONHSAG104997.1,Intergenic,3.179381349
NONHSAT225406.1,NONHSAG104999.1,Intergenic,3.226982873
NONHSAT225432.1,NONHSAG105004.1,Intergenic,10.0917231
NONHSAT225439.1,NONHSAG002576.3,Intergenic,1.922775439
NONHSAT225441.1,NONHSAG002576.3,Intergenic,5.437813792
NONHSAT225444.1,NONHSAG105006.1,Intergenic,1.279842895
NONHSAT225462.1,NONHSAG002800.3,Intergenic,4.241840501
NONHSAT225463.1,NONHSAG002800.3,Intergenic,8.807780605
NONHSAT225467.1,NONHSAG002800.3,Intergenic,2.537318076
NONHSAT225469.1,NONHSAG105013.1,Intergenic,0.473336376
NONHSAT225500.1,NONHSAG002728.3,Intergenic,3.503006845
NONHSAT225517.1,NONHSAG105037.1,Intergenic,4.56199506
NONHSAT225519.1,NONHSAG056820.2,Intergenic,4.660480792
NONHSAT225520.1,NONHSAG105039.1,Intergenic,6.997701835
NONHSAT225526.1,NONHSAG105044.1,Intergenic,1.123284281
NONHSAT225527.1,NONHSAG105044.1,Intergenic,2.737955615
NONHSAT225532.1,NONHSAG105045.1,Intergenic,3.151306503
NONHSAT225533.1,NONHSAG056830.2,Intergenic,0.908865353
NONHSAT225537.1,NONHSAG002938.3,Intergenic,1.262960705
NONHSAT225538.1,NONHSAG002938.3,Intergenic,9.800221815
NONHSAT225541.1,NONHSAG002938.3,Intergenic,0.190862481
NONHSAT225542.1,NONHSAG002938.3,Intergenic,0.153853181
NONHSAT225569.1,NONHSAG002949.3,Intergenic,3.18094065
NONHSAT225570.1,NONHSAG002949.3,Intergenic,2.57032209
NONHSAT225573.1,NONHSAG002949.3,Intergenic,1.050352244
NONHSAT225576.1,NONHSAG002949.3,Intergenic,3.284614352
NONHSAT225591.1,NONHSAG002988.3,Intergenic,2.303853186
NONHSAT225592.1,NONHSAG002988.3,Intergenic,5.079937331
NONHSAT225602.1,NONHSAG105060.1,Intergenic,4.935155744
NONHSAT225603.1,NONHSAG105060.1,Intergenic,3.482839461
NONHSAT225609.1,NONHSAG105063.1,Intergenic,2.350324593
NONHSAT225612.1,NONHSAG003074.3,Intergenic,1.45839496
NONHSAT225613.1,NONHSAG105064.1,Intergenic,20.96598315
NONHSAT225614.1,NONHSAG105065.1,Intergenic,3.04964791
NONHSAT225615.1,NONHSAG105065.1,Intergenic,6.390002132
NONHSAT225617.1,NONHSAG056875.2,Intergenic,1.57581846
NONHSAT225618.1,NONHSAG056875.2,Intergenic,0.755672468
NONHSAT225619.1,NONHSAG056875.2,Intergenic,2.039549009
NONHSAT225620.1,NONHSAG056875.2,Intergenic,3.86812859
NONHSAT225621.1,NONHSAG056875.2,Intergenic,1.253642823
NONHSAT225623.1,NONHSAG056875.2,Intergenic,4.236457214
NONHSAT225625.1,NONHSAG056875.2,Intergenic,1.508135525
NONHSAT225626.1,NONHSAG056875.2,Intergenic,1.960891692
NONHSAT225629.1,NONHSAG056875.2,Intergenic,1.851512176
NONHSAT225635.1,NONHSAG105068.1,Intergenic,4.122764158
NONHSAT225665.1,NONHSAG003198.3,Intergenic,5.111938179
NONHSAT225687.1,NONHSAG105082.1,Intergenic,3.24066585
NONHSAT225690.1,NONHSAG003346.3,Intergenic,11.52522904
NONHSAT225691.1,NONHSAG105083.1,Intergenic,2.694296902
NONHSAT225702.1,NONHSAG003392.3,Intergenic,5.904357222
NONHSAT225705.1,NONHSAG003414.3,Intergenic,1.710018306
NONHSAT225709.1,NONHSAG003505.3,Intergenic,4.57041209
NONHSAT225710.1,NONHSAG003507.3,Intergenic,2.00956625
NONHSAT225711.1,NONHSAG003513.3,Intergenic,2.303369962
NONHSAT225714.1,NONHSAG105098.1,Intergenic,5.855000945
NONHSAT225715.1,NONHSAG059601.2,Intergenic,1.227459219
NONHSAT225716.1,NONHSAG059601.2,Intergenic,3.507936066
NONHSAT225717.1,NONHSAG059601.2,Intergenic,4.386367672
NONHSAT225720.1,NONHSAG105099.1,Intergenic,3.122160028
NONHSAT225723.1,NONHSAG105102.1,Intergenic,1.077893706
NONHSAT225724.1,NONHSAG105103.1,Intergenic,0.941899252
NONHSAT225728.1,NONHSAG057012.2,Intergenic,6.534864373
NONHSAT225732.1,NONHSAG105105.1,Intergenic,4.001469513
NONHSAT225735.1,NONHSAG003704.3,Intergenic,3.969159305
NONHSAT225736.1,NONHSAG003704.3,Intergenic,4.722839798
NONHSAT225738.1,NONHSAG105108.1,Intergenic,2.714420985
NONHSAT225756.1,NONHSAG105115.1,Intergenic,8.330482338
NONHSAT225758.1,NONHSAG057041.2,Intergenic,1.833763343
NONHSAT225763.1,NONHSAG057043.2,Intergenic,3.161378773
NONHSAT225764.1,NONHSAG057043.2,Intergenic,7.528615279
NONHSAT225766.1,NONHSAG003756.3,Intergenic,2.151777818
NONHSAT225770.1,NONHSAG059691.2,Intergenic,1.04926033
NONHSAT225771.1,NONHSAG059691.2,Intergenic,0.460255516
NONHSAT225772.1,NONHSAG059691.2,Intergenic,1.204733308
NONHSAT225773.1,NONHSAG059691.2,Intergenic,0.609609398
NONHSAT225774.1,NONHSAG059691.2,Intergenic,2.626013347
NONHSAT225775.1,NONHSAG059691.2,Intergenic,5.02979497
NONHSAT225777.1,NONHSAG059691.2,Intergenic,4.091386691
NONHSAT225778.1,NONHSAG059691.2,Intergenic,4.653903028
NONHSAT225788.1,NONHSAG003821.3,Intergenic,3.622450051
NONHSAT225792.1,NONHSAG057075.2,Intergenic,2.731849186
NONHSAT225800.1,NONHSAG105126.1,Intergenic,0.486186088
NONHSAT225816.1,NONHSAG003915.3,Intergenic,1.988561948
NONHSAT225820.1,NONHSAG003930.3,Intergenic,2.802595696
NONHSAT225821.1,NONHSAG003930.3,Intergenic,4.048297608
NONHSAT225823.1,NONHSAG003930.3,Intergenic,3.183508436
NONHSAT225824.1,NONHSAG003930.3,Intergenic,1.506780675
NONHSAT225834.1,NONHSAG105131.1,Intergenic,4.546907357
NONHSAT225837.1,NONHSAG003976.3,Intergenic,1.054403438
NONHSAT225840.1,NONHSAG105132.1,Intergenic,2.340260695
NONHSAT225854.1,NONHSAG059795.2,Intergenic,3.159174757
NONHSAT225855.1,NONHSAG059795.2,Intergenic,3.950901284
NONHSAT225856.1,NONHSAG059795.2,Intergenic,1.020892293
NONHSAT225861.1,NONHSAG057119.2,Intergenic,3.537127297
NONHSAT225863.1,NONHSAG004034.3,Intergenic,1.913624237
NONHSAT225875.1,NONHSAG004074.3,Intergenic,6.801589409
NONHSAT225876.1,NONHSAG105144.1,Intergenic,4.481968921
NONHSAT225877.1,NONHSAG105145.1,Intergenic,2.275553869
NONHSAT225879.1,NONHSAG004074.3,Intergenic,2.26688157
NONHSAT225880.1,NONHSAG105147.1,Intergenic,0.708351678
NONHSAT225882.1,NONHSAG105148.1,Intergenic,2.069776944
NONHSAT225883.1,NONHSAG105149.1,Intergenic,3.885775456
NONHSAT225885.1,NONHSAG004120.3,Intergenic,10.63829503
NONHSAT225886.1,NONHSAG105151.1,Intergenic,1.104493855
NONHSAT225891.1,NONHSAG004143.3,Intergenic,5.767566154
NONHSAT225893.1,NONHSAG004143.3,Intergenic,1.201832136
NONHSAT225913.1,NONHSAG004197.3,Intergenic,1.951901891
NONHSAT225915.1,NONHSAG004197.3,Intergenic,5.136240349
NONHSAT225916.1,NONHSAG004197.3,Intergenic,2.200486776
NONHSAT225917.1,NONHSAG105157.1,Intergenic,1.581524201
NONHSAT225918.1,NONHSAG105158.1,Intergenic,0.522473211
NONHSAT225919.1,NONHSAG105158.1,Intergenic,2.156088297
NONHSAT225920.1,NONHSAG105158.1,Intergenic,0.603075494
NONHSAT225923.1,NONHSAG004209.3,Intergenic,2.621470338
NONHSAT225928.1,NONHSAG105160.1,Intergenic,1.077212662
NONHSAT225931.1,NONHSAG004236.3,Intergenic,7.491328052
NONHSAT225936.1,NONHSAG105163.1,Intergenic,3.389878452
NONHSAT225951.1,NONHSAG105167.1,Intergenic,2.43335578
NONHSAT225952.1,NONHSAG105168.1,Intergenic,3.187742927
NONHSAT225953.1,NONHSAG105169.1,Intergenic,2.421765868
NONHSAT225954.1,NONHSAG004315.3,Intergenic,13.67669294
NONHSAT225955.1,NONHSAG004315.3,Intergenic,2.847513576
NONHSAT225956.1,NONHSAG105170.1,Intergenic,1.393518321
NONHSAT225957.1,NONHSAG105171.1,Intergenic,3.599808747
NONHSAT225958.1,NONHSAG105172.1,Intergenic,1.450717402
NONHSAT225959.1,NONHSAG105173.1,Intergenic,0.803034034
NONHSAT225960.1,NONHSAG105174.1,Intergenic,7.132734876
NONHSAT225961.1,NONHSAG105175.1,Intergenic,1.820129324
NONHSAT225962.1,NONHSAG004320.3,Intergenic,1.32981759
NONHSAT225963.1,NONHSAG004315.3,Intergenic,1.134376591
NONHSAT225964.1,NONHSAG105176.1,Intergenic,3.275973068
NONHSAT225965.1,NONHSAG105177.1,Intergenic,2.454394336
NONHSAT225967.1,NONHSAG105179.1,Intergenic,3.059478442
NONHSAT225974.1,NONHSAG105184.1,Intergenic,4.460855005
NONHSAT225975.1,NONHSAG105185.1,Intergenic,2.173034108
NONHSAT225977.1,NONHSAG059957.2,Intergenic,0.427713361
NONHSAT225980.1,NONHSAG059970.2,Intergenic,2.025081061
NONHSAT225981.1,NONHSAG059970.2,Intergenic,4.619009412
NONHSAT225989.1,NONHSAG105188.1,Intergenic,7.388737691
NONHSAT225998.1,NONHSAG105191.1,Intergenic,6.00591239
NONHSAT226000.1,NONHSAG057260.2,Intergenic,1.039830417
NONHSAT226001.1,NONHSAG057260.2,Intergenic,2.879053848
NONHSAT226002.1,NONHSAG057260.2,Intergenic,0.723806298
NONHSAT226004.1,NONHSAG057260.2,Intergenic,2.001675186
NONHSAT226006.1,NONHSAG057260.2,Intergenic,1.421043072
NONHSAT226007.1,NONHSAG057260.2,Intergenic,1.01169915
NONHSAT226009.1,NONHSAG057260.2,Intergenic,1.981195226
NONHSAT226010.1,NONHSAG057260.2,Intergenic,3.149941286
NONHSAT226015.1,NONHSAG004437.3,Intergenic,3.94865275
NONHSAT226016.1,NONHSAG004437.3,Intergenic,2.678887124
NONHSAT226017.1,NONHSAG004437.3,Intergenic,2.004840848
NONHSAT226026.1,NONHSAG105193.1,Intergenic,16.45103056
NONHSAT226032.1,NONHSAG105196.1,Intergenic,2.947579946
NONHSAT226033.1,NONHSAG004469.3,Intergenic,0.65783634
NONHSAT226034.1,NONHSAG004469.3,Intergenic,4.424056408
NONHSAT226035.1,NONHSAG004469.3,Intergenic,7.653025369
NONHSAT226036.1,NONHSAG004469.3,Intergenic,1.343256947
NONHSAT226037.1,NONHSAG004471.3,Intergenic,2.963196367
NONHSAT226060.1,NONHSAG105197.1,Intergenic,5.302733859
NONHSAT226062.1,NONHSAG105199.1,Intergenic,3.230288503
NONHSAT226068.1,NONHSAG057279.2,Intergenic,6.424948109
NONHSAT226079.1,NONHSAG004522.3,Intergenic,2.714927496
NONHSAT226081.1,NONHSAG105203.1,Intergenic,1.717838846
NONHSAT226094.1,NONHSAG105205.1,Intergenic,2.837096423
NONHSAT226095.1,NONHSAG105206.1,Intergenic,9.673954143
NONHSAT226098.1,NONHSAG004570.3,Intergenic,2.794359264
NONHSAT226099.1,NONHSAG057293.2,Intergenic,3.718701509
NONHSAT226114.1,NONHSAG105209.1,Intergenic,34.81652654
NONHSAT226117.1,NONHSAG105212.1,Intergenic,1.649357477
NONHSAT226119.1,NONHSAG004620.3,Intergenic,1.946530691
NONHSAT226126.1,NONHSAG004673.3,Intergenic,1.274728415
NONHSAT226127.1,NONHSAG004673.3,Intergenic,3.053966262
NONHSAT226128.1,NONHSAG004673.3,Intergenic,1.22565882
NONHSAT226129.1,NONHSAG004673.3,Intergenic,4.020068714
NONHSAT226130.1,NONHSAG004673.3,Intergenic,4.841795896
NONHSAT226135.1,NONHSAG004682.3,Intergenic,2.21004121
NONHSAT226139.1,NONHSAG060111.2,Intergenic,2.94910781
NONHSAT226145.1,NONHSAG105221.1,Intergenic,11.4957516
NONHSAT226148.1,NONHSAG105225.1,Intergenic,2.773632257
NONHSAT226151.1,NONHSAG105228.1,Intergenic,2.476226936
NONHSAT226153.1,NONHSAG105229.1,Intergenic,2.784887172
NONHSAT226177.1,NONHSAG105237.1,Intergenic,2.803459366
NONHSAT226194.1,NONHSAG004902.3,Intergenic,3.788488302
NONHSAT226207.1,NONHSAG057387.2,Intergenic,2.222463156
NONHSAT226213.1,NONHSAG004922.3,Intergenic,2.310044729
NONHSAT226214.1,NONHSAG004922.3,Intergenic,2.468497725
NONHSAT226216.1,NONHSAG004922.3,Intergenic,1.095098028
NONHSAT226223.1,NONHSAG105249.1,Intergenic,5.248496301
NONHSAT226227.1,NONHSAG000011.3,Intergenic,4.287864448
NONHSAT226228.1,NONHSAG000008.3,Intergenic,29.05106752
NONHSAT226229.1,NONHSAG000017.3,Intergenic,1.18590269
NONHSAT226234.1,NONHSAG000039.3,Intergenic,1.935372534
NONHSAT226235.1,NONHSAG000039.3,Intergenic,2.466574622
NONHSAT226236.1,NONHSAG000046.3,Intergenic,6.410864503
NONHSAT226237.1,NONHSAG000049.3,Intergenic,15.56328214
NONHSAT226238.1,NONHSAG000059.3,Intergenic,1.600639793
NONHSAT226239.1,NONHSAG000059.3,Intergenic,1.283977524
NONHSAT226240.1,NONHSAG000059.3,Intergenic,2.240502035
NONHSAT226241.1,NONHSAG000059.3,Intergenic,0.427180332
NONHSAT226246.1,NONHSAG000059.3,Intergenic,1.801299302
NONHSAT226247.1,NONHSAG000059.3,Intergenic,1.459179367
NONHSAT226248.1,NONHSAG000059.3,Intergenic,5.279522036
NONHSAT226249.1,NONHSAG000059.3,Intergenic,3.061646806
NONHSAT226250.1,NONHSAG105250.1,Intergenic,2.810365242
NONHSAT226254.1,NONHSAG000071.3,Intergenic,2.281573593
NONHSAT226255.1,NONHSAG000071.3,Intergenic,1.629352733
NONHSAT226266.1,NONHSAG105256.1,Intergenic,3.21645885
NONHSAT226267.1,NONHSAG105257.1,Intergenic,4.557712209
NONHSAT226278.1,NONHSAG105263.1,Intergenic,2.491695609
NONHSAT226279.1,NONHSAG105263.1,Intergenic,1.166569754
NONHSAT226280.1,NONHSAG105263.1,Intergenic,1.404254447
NONHSAT226283.1,NONHSAG105265.1,Intergenic,1.574244307
NONHSAT226303.1,NONHSAG000190.3,Intergenic,0.805486181
NONHSAT226308.1,NONHSAG000195.3,Intergenic,2.695523807
NONHSAT226309.1,NONHSAG000195.3,Intergenic,4.559269908
NONHSAT226310.1,NONHSAG000195.3,Intergenic,19.41892358
NONHSAT226313.1,NONHSAG105273.1,Intergenic,1.655955798
NONHSAT226322.1,NONHSAG105275.1,Intergenic,3.689332373
NONHSAT226324.1,NONHSAG000255.3,Intergenic,2.59442095
NONHSAT226332.1,NONHSAG105278.1,Intergenic,3.798229869
NONHSAT226340.1,NONHSAG105286.1,Intergenic,2.00685653
NONHSAT226345.1,NONHSAG000315.3,Intergenic,3.67369388
NONHSAT226347.1,NONHSAG000315.3,Intergenic,0.433170607
NONHSAT226354.1,NONHSAG105289.1,Intergenic,3.406921968
NONHSAT226357.1,NONHSAG105290.1,Intergenic,4.373168977
NONHSAT226364.1,NONHSAG105296.1,Intergenic,2.541980654
NONHSAT226369.1,NONHSAG105300.1,Intergenic,12.50607543
NONHSAT226377.1,NONHSAG057531.2,Intergenic,3.852790718
NONHSAT226384.1,NONHSAG057531.2,Intergenic,4.439613778
NONHSAT226390.1,NONHSAG105303.1,Intergenic,4.482068651
NONHSAT226391.1,NONHSAG000446.3,Intergenic,1.006068954
NONHSAT226392.1,NONHSAG000446.3,Intergenic,3.936574316
NONHSAT226397.1,NONHSAG105305.1,Intergenic,4.741533903
NONHSAT226398.1,NONHSAG000447.3,Intergenic,4.90794137
NONHSAT226399.1,NONHSAG105306.1,Intergenic,5.725283344
NONHSAT226400.1,NONHSAG000467.3,Intergenic,1.295496236
NONHSAT226401.1,NONHSAG105307.1,Intergenic,1.042753768
NONHSAT226403.1,NONHSAG000474.3,Intergenic,12.81219614
NONHSAT226404.1,NONHSAG000474.3,Intergenic,4.923988598
NONHSAT226407.1,NONHSAG000479.3,Intergenic,0.605552887
NONHSAT226410.1,NONHSAG105312.1,Intergenic,16.66818288
NONHSAT226413.1,NONHSAG000487.3,Intergenic,1.345910713
NONHSAT226414.1,NONHSAG000487.3,Intergenic,1.135887926
NONHSAT226415.1,NONHSAG000487.3,Intergenic,5.151741452
NONHSAT226417.1,NONHSAG105315.1,Intergenic,9.821727162
NONHSAT226423.1,NONHSAG057555.2,Intergenic,5.615283783
NONHSAT226424.1,NONHSAG057555.2,Intergenic,2.156397613
NONHSAT226436.1,NONHSAG000578.3,Intergenic,12.05424959
NONHSAT226439.1,NONHSAG105320.1,Intergenic,3.209406296
NONHSAT226440.1,NONHSAG000601.3,Intergenic,4.247108152
NONHSAT226446.1,NONHSAG000648.3,Intergenic,4.032013848
NONHSAT226448.1,NONHSAG000648.3,Intergenic,2.095047277
NONHSAT226449.1,NONHSAG000648.3,Intergenic,1.213795336
NONHSAT226450.1,NONHSAG000648.3,Intergenic,2.406171532
NONHSAT226451.1,NONHSAG105322.1,Intergenic,2.086911178
NONHSAT226456.1,NONHSAG000670.3,Intergenic,1.850761039
NONHSAT226471.1,NONHSAG000742.3,Intergenic,1.828314729
NONHSAT226472.1,NONHSAG105326.1,Intergenic,2.694936017
NONHSAT226479.1,NONHSAG105329.1,Intergenic,2.829676757
NONHSAT226480.1,NONHSAG105329.1,Intergenic,2.830529549
NONHSAT226481.1,NONHSAG105330.1,Intergenic,8.065682282
NONHSAT226483.1,NONHSAG105330.1,Intergenic,1.737107864
NONHSAT226484.1,NONHSAG000778.3,Intergenic,5.62405673
NONHSAT226495.1,NONHSAG000831.3,Intergenic,2.930522973
NONHSAT226497.1,NONHSAG000831.3,Intergenic,1.073179674
NONHSAT226498.1,NONHSAG105336.1,Intergenic,2.677033981
NONHSAT226499.1,NONHSAG057622.2,Intergenic,9.79675695
NONHSAT226502.1,NONHSAG105337.1,Intergenic,10.82019376
NONHSAT226510.1,NONHSAG105344.1,Intergenic,2.986243391
NONHSAT226527.1,NONHSAG105347.1,Intergenic,2.520436785
NONHSAT226529.1,NONHSAG057653.2,Intergenic,4.133895741
NONHSAT226531.1,NONHSAG000938.3,Intergenic,7.339234216
NONHSAT226533.1,NONHSAG000956.3,Intergenic,2.954040837
NONHSAT226534.1,NONHSAG000956.3,Intergenic,4.50784969
NONHSAT226535.1,NONHSAG105349.1,Intergenic,3.10786604
NONHSAT226542.1,NONHSAG105353.1,Intergenic,4.631981948
NONHSAT226554.1,NONHSAG105359.1,Intergenic,5.136254609
NONHSAT226555.1,NONHSAG105360.1,Intergenic,9.855758461
NONHSAT226556.1,NONHSAG057682.2,Intergenic,3.332343084
NONHSAT226558.1,NONHSAG057682.2,Intergenic,7.609341585
NONHSAT226563.1,NONHSAG105364.1,Intergenic,1.049587298
NONHSAT226567.1,NONHSAG105366.1,Intergenic,1.327582704
NONHSAT226573.1,NONHSAG058948.2,Intergenic,2.126654386
NONHSAT226577.1,NONHSAG058948.2,Intergenic,5.382859863
NONHSAT226580.1,NONHSAG105369.1,Intergenic,3.590473904
NONHSAT226587.1,NONHSAG001159.3,Intergenic,3.712675877
NONHSAT226602.1,NONHSAG105373.1,Intergenic,1.254168031
