miRNA,have_motif,have_mean,no_motif,no_mean,D,p,fdr
hsa-miR-3688-5p,162,6.099828743,23729,6.385252553,0.077259217,0.292071924,1
hsa-miR-3689a-3p,3730,6.117119742,20161,6.432566512,0.018238688,0.24589418,1
hsa-miR-3689a-5p,138,5.649523832,23753,6.387580339,0.051641074,0.857741408,1
hsa-miR-3689b-3p,3613,6.092321124,20278,6.435164901,0.021186575,0.12743646,1
hsa-miR-3689b-5p,138,5.649523832,23753,6.387580339,0.051641074,0.857741408,1
hsa-miR-3689c,3613,6.092321124,20278,6.435164901,0.021186575,0.12743646,1
hsa-miR-3689d,1469,5.875894359,22422,6.416561469,0.037449422,0.041838757,1
hsa-miR-3689e,138,5.649523832,23753,6.387580339,0.051641074,0.857741408,1
hsa-miR-3689f,144,5.829094509,23747,6.386677916,0.047459796,0.903840194,1
hsa-miR-3690,1112,5.810159509,22779,6.411296927,0.056969201,0.002052157,1
hsa-miR-3691-3p,570,5.981965049,23321,6.393126796,0.053709517,0.080698883,1
hsa-miR-3691-5p,663,5.995377448,23228,6.394390168,0.030535649,0.584850814,1
hsa-miR-3692-3p,773,6.271456746,23118,6.387057445,0.031590109,0.444348171,1
hsa-miR-3692-5p,2708,5.993277359,21183,6.4331792,0.031566327,0.016708616,1
hsa-miR-369-3p,7,4.922801795,23884,6.383745205,0,1,1
hsa-miR-369-5p,18,3.747054577,23873,6.385304867,0.241165054,0.246365816,1
hsa-miR-370-3p,2830,5.918643901,21061,6.445756034,0.039596021,0.000800969,1
hsa-miR-370-5p,755,5.787647209,23136,6.402755724,0.05541669,0.022426014,1
hsa-miR-3713,51,5.66287008,23840,6.384858377,0.125093762,0.40332001,1
hsa-miR-3714,1579,6.078528987,22312,6.404886734,0.023476832,0.390617886,1
hsa-miR-371a-3p,107,5.866855991,23784,6.385640619,0.059939769,0.838693195,1
hsa-miR-371a-5p,457,6.617881113,23434,6.378742785,0.07598042,0.011305516,1
hsa-miR-371b-3p,767,6.167561024,23124,6.390473568,0.034397513,0.343446174,1
hsa-miR-371b-5p,146,5.719505036,23745,6.387398709,0.083044448,0.269614873,1
hsa-miR-372-3p,787,6.362957803,23104,6.38401066,0.020679214,0.900783924,1
hsa-miR-372-5p,274,7.019456416,23617,6.375936784,0.076637854,0.083025068,1
hsa-miR-373-3p,1975,6.585146684,21916,6.365128919,0.041882562,0.003472258,1
hsa-miR-373-5p,314,6.077387958,23577,6.387391537,0.054706236,0.311798351,1
hsa-miR-374a-3p,22,5.761210756,23869,6.383890546,0.209863307,0.28769409,1
hsa-miR-374a-5p,2,4.488267281,23889,6.383475807,0,1,1
hsa-miR-374b-3p,51,7.075453957,23840,6.38183649,0.158323464,0.155885463,1
hsa-miR-374b-5p,4,11.47627769,23887,6.38246431,0,1,1
hsa-miR-374c-3p,50,7.438370828,23841,6.381104465,0.104708695,0.644648358,1
hsa-miR-374c-5p,13,4.236407367,23878,6.384486003,0.255052929,0.36657122,1
hsa-miR-375-3p,29,6.657485746,23862,6.382983949,0.206017936,0.170980207,1
hsa-miR-375-5p,50,5.502624941,23841,6.385164164,0.170366176,0.110425937,1
hsa-miR-376a-2-5p,53,7.752629314,23838,6.380272704,0.145204185,0.21479525,1
hsa-miR-376a-3p,28,5.07156363,23863,6.384856317,0.186428781,0.285438422,1
hsa-miR-376a-5p,66,7.511780679,23825,6.380191083,0.075920379,0.842516611,1
hsa-miR-376b-3p,26,5.972056269,23865,6.383765205,0.099036246,0.960850528,1
hsa-miR-376b-5p,23,4.281371474,23868,6.385342657,0.170253423,0.518162221,1
hsa-miR-376c-3p,43,6.42838895,23848,6.383235884,0.109221777,0.685183512,1
hsa-miR-376c-5p,60,5.868672486,23831,6.384612888,0.082175178,0.813750852,1
hsa-miR-377-3p,75,8.199379054,23816,6.377598113,0.140427164,0.104802337,1
hsa-miR-377-5p,344,6.322528534,23547,6.384205218,0.042688868,0.567014113,1
hsa-miR-378a-5p,2116,6.449151669,21775,6.376919639,0.01873793,0.507390348,1
hsa-miR-378b,685,5.629898364,23206,6.40555674,0.074050192,0.001355261,1
hsa-miR-378c,1399,5.819150861,22492,6.418408235,0.044694948,0.010368907,1
hsa-miR-378f,673,5.807767986,23218,6.400000096,0.070237174,0.003151204,1
hsa-miR-378g,1893,5.879399549,21998,6.426680914,0.033535609,0.039661897,1
hsa-miR-378h,913,5.608910636,22978,6.414087156,0.066155045,0.000918354,1
hsa-miR-378i,698,5.671499825,23193,6.404739499,0.078375775,0.000484878,1
hsa-miR-378j,214,6.250939028,23677,6.384513626,0.056156079,0.515464109,1
hsa-miR-379-3p,44,5.988188627,23847,6.384046202,0.165991911,0.177678097,1
hsa-miR-379-5p,171,5.312248451,23720,6.3910386,0.104803359,0.048006428,1
hsa-miR-380-3p,26,6.454849443,23865,6.38323922,0.140019984,0.68853253,1
hsa-miR-380-5p,61,8.577316733,23830,6.377700955,0.155611813,0.105011108,1
hsa-miR-381-3p,146,5.656840807,23745,6.38778401,0.04892883,0.87799924,1
hsa-miR-381-5p,76,5.976275345,23815,6.384616131,0.08773661,0.604238788,1
hsa-miR-382-3p,16,5.776588176,23875,6.383723756,0.230989529,0.36092322,1
hsa-miR-382-5p,158,6.252938275,23733,6.384185136,0.060189652,0.620325719,1
hsa-miR-383-3p,922,6.316199387,22969,6.38601133,0.050501577,0.021746279,1
hsa-miR-383-5p,338,5.811775186,23553,6.39151913,0.046048356,0.479742657,1
hsa-miR-384,14,6.407214693,23877,6.38330314,0.340034343,0.078671802,1
hsa-miR-3907,1008,6.215943775,22883,6.390689978,0.044338471,0.044918642,1
hsa-miR-3908,214,6.269802418,23677,6.384343133,0.0685128,0.272447832,1
hsa-miR-3909,1178,5.936401061,22713,6.406496263,0.030621155,0.244416925,1
hsa-miR-3910,14,5.127523103,23877,6.384053472,0.157515601,0.878256007,1
hsa-miR-3911,1204,5.900074013,22687,6.408962885,0.044622163,0.021070453,1
hsa-miR-3912-3p,6,3.705598788,23885,6.383989805,0,1,1
hsa-miR-3912-5p,93,6.924326708,23798,6.381202946,0.102971516,0.279708312,1
hsa-miR-3913-3p,163,5.010353794,23728,6.392748753,0.112731613,0.032662257,1
hsa-miR-3913-5p,245,5.899812107,23646,6.388326825,0.060238518,0.342407608,1
hsa-miR-3914,228,7.171503988,23663,6.375722739,0.040222874,0.858340108,1
hsa-miR-3915,198,6.010556211,23693,6.386432278,0.072581426,0.252149103,1
hsa-miR-3916,2366,6.148642599,21525,6.409112274,0.020724904,0.319134953,1
hsa-miR-3917,214,5.997629594,23677,6.386803115,0.044729911,0.789833763,1
hsa-miR-3918,3096,6.009371425,20795,6.438990919,0.032554676,0.006612621,1
hsa-miR-3919,587,6.426971116,23304,6.382217561,0.031361061,0.626449957,1
hsa-miR-3920,32,4.918581064,23859,6.385281675,0.143411553,0.526812116,1
hsa-miR-3921,938,6.026763603,22953,6.397888111,0.043368311,0.067423572,1
hsa-miR-3922-3p,1679,5.851653108,22212,6.423505516,0.035683886,0.037544197,1
hsa-miR-3922-5p,1859,5.867303027,22032,6.426857015,0.035232483,0.028353876,1
hsa-miR-3923,48,6.017675499,23843,6.384053251,0.057426009,0.997440452,1
hsa-miR-3924,17,4.927454025,23874,6.384353831,0.15183882,0.828355774,1
hsa-miR-3925-3p,505,5.832603899,23386,6.395209318,0.047767091,0.209338218,1
hsa-miR-3925-5p,458,6.363120666,23433,6.383711894,0.040814684,0.442734845,1
hsa-miR-3926,608,6.165446664,23283,6.389006507,0.035198696,0.455044852,1
hsa-miR-3927-3p,286,5.947394221,23605,6.388598828,0.057029372,0.316980056,1
hsa-miR-3927-5p,159,5.347000218,23732,6.390260283,0.081793868,0.241241934,1
hsa-miR-3928-3p,1065,5.808252975,22826,6.410148106,0.063323843,0.000571516,1
hsa-miR-3928-5p,653,6.112457535,23238,6.39092845,0.044485408,0.161822835,1
hsa-miR-3929,2322,6.274207872,21569,6.395063258,0.014915116,0.739485106,1
hsa-miR-3934-5p,2163,6.279286828,21728,6.393673264,0.021149541,0.342399662,1
hsa-miR-3935,72,5.720765201,23819,6.385319912,0.12643268,0.201329689,1
hsa-miR-3936,1009,5.985301516,22882,6.400867968,0.032264077,0.26681313,1
hsa-miR-3937,1139,5.932669774,22752,6.405877251,0.045894257,0.020729099,1
hsa-miR-3938,157,5.767898942,23734,6.387388133,0.074779442,0.347663907,1
hsa-miR-3939,107,5.852605819,23784,6.385704728,0.072684535,0.626882338,1
hsa-miR-3940-3p,660,5.86050662,23231,6.398170363,0.039731524,0.263072257,1
hsa-miR-3940-5p,1062,6.412035337,22829,6.381981189,0.026014876,0.498191565,1
hsa-miR-3941,178,6.392302961,23713,6.383249701,0.045970612,0.849341919,1
hsa-miR-3942-3p,6,2.27296463,23885,6.384349688,0,1,1
hsa-miR-3942-5p,17,6.907305596,23874,6.382944035,0.18098941,0.633949884,1
hsa-miR-3943,2371,5.940436434,21520,6.432112235,0.03677877,0.006190923,1
hsa-miR-3944-3p,380,5.600124371,23511,6.395975621,0.066267973,0.074921212,1
hsa-miR-3944-5p,714,6.392275669,23177,6.383041172,0.019315549,0.958347796,1
hsa-miR-3945,522,5.842166767,23369,6.395404982,0.040256281,0.379556554,1
hsa-miR-3960,489,5.734426185,23402,6.396876151,0.071436661,0.015061321,1
hsa-miR-3973,105,6.251071299,23786,6.383900933,0.06747947,0.727914575,1
hsa-miR-3974,117,7.018025031,23774,6.380193537,0.129319252,0.040721924,1
hsa-miR-3975,142,6.227809712,23749,6.384246962,0.06917504,0.509016646,1
hsa-miR-3976,182,6.21726799,23709,6.384591814,0.048572921,0.787688733,1
hsa-miR-3977,76,6.867850265,23815,6.381770878,0.149574572,0.067427568,1
hsa-miR-3978,1032,6.167144615,22859,6.393076549,0.028976425,0.378355817,1
hsa-miR-409-3p,79,5.686001194,23812,6.385630606,0.105268166,0.347413874,1
hsa-miR-409-5p,117,5.118233214,23774,6.389543064,0.07944864,0.45435556,1
hsa-miR-410-3p,18,6.565944406,23873,6.383179453,0.269169727,0.147552076,1
hsa-miR-410-5p,141,6.660482995,23750,6.381671662,0.100699664,0.116510607,1
hsa-miR-411-3p,65,5.925986918,23826,6.3845648,0.108396128,0.431466562,1
hsa-miR-411-5p,69,5.556489335,23822,6.385712044,0.096236702,0.546997503,1
hsa-miR-412-3p,776,6.19811687,23115,6.389534562,0.023431253,0.804242635,1
hsa-miR-412-5p,43,4.993676902,23848,6.385822793,0.165990225,0.187691834,1
hsa-miR-421,224,5.155298084,23667,6.394939929,0.124780813,0.001995374,1
hsa-miR-422a,1080,5.778810208,22811,6.411937883,0.052295635,0.007104303,1
hsa-miR-423-3p,416,6.170656798,23475,6.387085702,0.029027505,0.881175909,1
hsa-miR-423-5p,2484,5.818695658,21407,6.448834029,0.043082191,0.000516152,1
hsa-miR-424-3p,65,6.657863668,23826,6.382568158,0.070850202,0.900846508,1
hsa-miR-424-5p,550,6.496191058,23341,6.380657427,0.031970197,0.642186256,1
hsa-miR-4251,285,6.149841693,23606,6.386135948,0.032785301,0.92264756,1
hsa-miR-4252,2340,6.19945747,21551,6.403280572,0.019218514,0.416675387,1
hsa-miR-4253,997,6.303701514,22894,6.386784296,0.028512286,0.419064306,1
hsa-miR-425-3p,129,6.410278734,23762,6.383170782,0.050291032,0.901740273,1
hsa-miR-4254,1720,5.849916313,22171,6.424697759,0.043937529,0.00421254,1
hsa-miR-4255,103,5.574803183,23788,6.386817948,0.106634495,0.193964952,1
hsa-miR-425-5p,223,6.761475927,23668,6.379754138,0.060891473,0.385799632,1
hsa-miR-4256,124,5.752606509,23767,6.38660777,0.059787765,0.769957112,1
hsa-miR-4257,1498,6.031674914,22393,6.406840578,0.027863347,0.225722839,1
hsa-miR-4258,845,6.273345459,23046,6.387349352,0.018891879,0.933092247,1
hsa-miR-4259,1151,5.657341864,22740,6.420062867,0.053645409,0.003652092,1
hsa-miR-4260,776,5.921971057,23115,6.398805128,0.038124873,0.225179635,1
hsa-miR-4261,214,6.225835212,23677,6.384740522,0.047133166,0.733733938,1
hsa-miR-4262,35,7.861781499,23856,6.381148044,0.189268947,0.163438681,1
hsa-miR-4263,46,6.085999809,23845,6.383890715,0.167087257,0.15399508,1
hsa-miR-4264,125,5.991353594,23766,6.385378729,0.059107633,0.777765119,1
hsa-miR-4266,363,6.042338106,23528,6.388577922,0.034445214,0.790051674,1
hsa-miR-4267,1313,6.143821519,22578,6.39724477,0.03383346,0.116736169,1
hsa-miR-4268,1617,6.16024518,22274,6.399511252,0.02100638,0.51894976,1
hsa-miR-4269,2372,6.128436995,21519,6.411412126,0.041925909,0.001094074,1
hsa-miR-4270,3729,5.986931009,20162,6.456629518,0.030663652,0.005381559,1
hsa-miR-4271,2947,6.016282189,20944,6.434962112,0.036257642,0.002244148,1
hsa-miR-4272,10,7.410405671,23881,6.382887066,0,1,1
hsa-miR-4273,151,5.72194685,23740,6.387523846,0.055289923,0.748675007,1
hsa-miR-4274,339,6.028642971,23552,6.38842222,0.04160542,0.60938284,1
hsa-miR-4275,3,4.668084504,23888,6.383532561,0,1,1
hsa-miR-4276,111,5.899620935,23780,6.385574944,0.046386167,0.971342064,1
hsa-miR-4277,396,5.814406236,23495,6.392905946,0.06030834,0.117667772,1
hsa-miR-4278,319,6.031986723,23572,6.388071709,0.104384911,0.002100012,1
hsa-miR-4279,952,5.900362141,22939,6.403360448,0.043750305,0.060441194,1
hsa-miR-4280,170,6.945082165,23721,6.379291181,0.067736704,0.420886463,1
hsa-miR-4281,514,6.044133716,23377,6.390774922,0.043778938,0.290045178,1
hsa-miR-4282,9,5.195363607,23882,6.383764836,0,1,1
hsa-miR-4283,1003,5.80860961,22888,6.408502038,0.041418518,0.073998481,1
hsa-miR-4284,736,6.739771396,23155,6.371986972,0.035976594,0.314340959,1
hsa-miR-4285,116,4.303384955,23775,6.393465297,0.173005185,0.001995059,1
hsa-miR-4286,1179,5.9630665,22712,6.405132735,0.037341535,0.087803755,1
hsa-miR-4287,860,5.875311685,23031,6.402286572,0.041855871,0.109498982,1
hsa-miR-4288,141,5.525029775,23750,6.388412669,0.105051736,0.090655068,1
hsa-miR-4289,121,5.025758711,23770,6.390227736,0.132172994,0.029804024,1
hsa-miR-429,88,5.53776628,23803,6.386443165,0.116101675,0.187991858,1
hsa-miR-4291,210,6.142726527,23681,6.385450678,0.038786369,0.912860489,1
hsa-miR-4293,695,6.194481067,23196,6.388975071,0.029447461,0.602076892,1
hsa-miR-4294,325,5.673761361,23566,6.393102675,0.073188492,0.064487533,1
hsa-miR-4295,58,6.239325007,23833,6.383667571,0.142530568,0.190418075,1
hsa-miR-4296,661,5.945260371,23230,6.395781876,0.055106503,0.040342826,1
hsa-miR-4297,490,5.881104079,23401,6.39383313,0.040865164,0.399305008,1
hsa-miR-4298,1871,6.097928743,22020,6.407566095,0.038153304,0.01320182,1
hsa-miR-4299,579,6.095649671,23312,6.390461948,0.040982177,0.298816268,1
hsa-miR-4300,791,5.923373327,23100,6.399066744,0.045167222,0.08825835,1
hsa-miR-4301,269,6.324643973,23622,6.383985304,0.05786333,0.335328325,1
hsa-miR-4302,728,5.716758412,23163,6.404266717,0.050811307,0.052265982,1
hsa-miR-4303,324,6.32940058,23567,6.384058399,0.060654755,0.190257449,1
hsa-miR-4304,174,6.30381524,23717,6.383900419,0.057137104,0.625583871,1
hsa-miR-4305,118,6.555904551,23773,6.382460495,0.056480183,0.847985104,1
hsa-miR-4307,3,9.331237965,23888,6.382946934,0,1,1
hsa-miR-4308,1005,5.972900557,22886,6.401339903,0.046572347,0.030711451,1
hsa-miR-4309,491,5.597717959,23400,6.399801306,0.074325639,0.009850568,1
hsa-miR-4310,63,8.622705849,23828,6.377396324,0.093811203,0.637913956,1
hsa-miR-4311,184,5.805262788,23707,6.387803675,0.047798898,0.798373231,1
hsa-miR-4312,246,5.561205144,23645,6.391870316,0.085646255,0.056209323,1
hsa-miR-431-3p,137,6.160625704,23754,6.384601514,0.079909707,0.349284345,1
hsa-miR-4314,1018,5.703440701,22873,6.413576157,0.063685901,0.0007371,1
hsa-miR-4315,97,6.074569559,23794,6.38457581,0.075232082,0.644956536,1
hsa-miR-431-5p,258,5.818214891,23633,6.389486339,0.05797684,0.357587763,1
hsa-miR-4316,962,5.72247797,22929,6.411043058,0.047832825,0.029255929,1
hsa-miR-4317,75,5.747733649,23816,6.385318696,0.15033255,0.06813722,1
hsa-miR-4318,354,6.717814112,23537,6.378286268,0.051020763,0.324058843,1
hsa-miR-4319,770,5.834343912,23121,6.40159964,0.059294777,0.010601202,1
hsa-miR-4320,207,5.281641388,23684,6.392945884,0.091631196,0.063747476,1
hsa-miR-4321,44,6.404566671,23847,6.383277945,0.125314028,0.49544966,1
hsa-miR-4323,1798,5.983873629,22093,6.415825162,0.033847161,0.044311596,1
hsa-miR-432-3p,427,6.002352815,23464,6.390249976,0.034685853,0.694004478,1
hsa-miR-4324,457,5.779614684,23434,6.395090303,0.053504428,0.153541385,1
hsa-miR-4325,106,6.161961101,23785,6.384303645,0.107897002,0.171257756,1
hsa-miR-432-5p,1518,5.788452159,22373,6.423678528,0.042381306,0.012112068,1
hsa-miR-4326,507,6.231450042,23384,6.386609858,0.026407324,0.879433279,1
hsa-miR-4327,515,5.677863779,23376,6.398859096,0.059944147,0.053493779,1
hsa-miR-4328,96,5.53244931,23795,6.386749945,0.081084524,0.555793692,1
hsa-miR-4329,530,6.509663946,23361,6.380450674,0.04043564,0.365041092,1
hsa-miR-4330,226,6.040938813,23665,6.386586854,0.054660275,0.51542725,1
hsa-miR-433-3p,312,6.115292263,23579,6.386863688,0.023670971,0.995265653,1
hsa-miR-433-5p,346,6.318387811,23545,6.384271306,0.075928765,0.039219337,1
hsa-miR-4418,1082,6.335752088,22809,6.385573516,0.049981487,0.011470059,1
hsa-miR-4420,631,6.709758776,23260,6.374461406,0.030522325,0.616203249,1
hsa-miR-4421,1012,5.906619721,22879,6.404402768,0.032599107,0.254431252,1
hsa-miR-4422,62,7.073577001,23829,6.381521185,0.101405309,0.548330433,1
hsa-miR-4423-3p,53,4.879354254,23838,6.386660974,0.183057177,0.057783639,1
hsa-miR-4423-5p,199,5.350358897,23692,6.391993443,0.088361358,0.09176337,1
hsa-miR-4424,21,5.212929749,23870,6.384346818,0.19300377,0.415105407,1
hsa-miR-4425,655,6.202915093,23236,6.388402509,0.018981076,0.975776462,1
hsa-miR-4426,35,4.534800977,23856,6.386029177,0.207318913,0.099137627,1
hsa-miR-4427,130,7.058205519,23761,6.379624737,0.100848514,0.144114282,1
hsa-miR-4428,1312,5.97218959,22579,6.407206579,0.027813759,0.292759217,1
hsa-miR-4429,667,6.554627499,23224,6.378397069,0.045906086,0.130045271,1
hsa-miR-4430,3507,6.311759264,20384,6.395628451,0.018631986,0.249996008,1
hsa-miR-4431,82,5.498478836,23809,6.386364602,0.106447244,0.31267779,1
hsa-miR-4432,40,6.305634852,23851,6.383447431,0.105554274,0.76519033,1
hsa-miR-4433a-3p,2511,6.203425237,21380,6.404444776,0.01673324,0.555222822,1
hsa-miR-4433a-5p,683,5.554600466,23208,6.407705876,0.064173673,0.008467055,1
hsa-miR-4433b-3p,1846,6.059840378,22045,6.410404388,0.029856147,0.095973318,1
hsa-miR-4433b-5p,586,5.880782426,23305,6.395953297,0.052976884,0.08082119,1
hsa-miR-4434,65,5.43493859,23826,6.385904435,0.116670864,0.340746854,1
hsa-miR-4435,1817,5.929484932,22074,6.420673913,0.040459521,0.008203562,1
hsa-miR-4436a,2066,6.047402323,21825,6.41511555,0.030056165,0.066083655,1
hsa-miR-4436b-5p,626,6.284833636,23265,6.385967085,0.018781109,0.982578975,1
hsa-miR-4437,1543,6.081729768,22348,6.404140015,0.028834064,0.181299712,1
hsa-miR-4438,415,5.680333688,23476,6.395744232,0.050228483,0.254979174,1
hsa-miR-4439,618,6.127882756,23273,6.390100053,0.031833561,0.575230262,1
hsa-miR-4440,290,5.682455971,23601,6.391929064,0.080278743,0.049816541,1
hsa-miR-4441,1268,5.931763516,22623,6.408626351,0.038034803,0.061984941,1
hsa-miR-4442,224,5.931891671,23667,6.387589739,0.05184302,0.589844624,1
hsa-miR-4443,1160,5.737234705,22731,6.416287793,0.039624795,0.062492716,1
hsa-miR-4444,38,5.79641374,23853,6.384252143,0.101997542,0.824810265,1
hsa-miR-4445-3p,44,5.469599576,23847,6.385003049,0.101322065,0.75804284,1
hsa-miR-4445-5p,34,5.659748145,23857,6.384348352,0.076546777,0.988611586,1
hsa-miR-4446-5p,912,5.972293328,22979,6.399630035,0.044332335,0.063618567,1
hsa-miR-4448,1172,5.967861122,22719,6.40474919,0.040853366,0.048456773,1
hsa-miR-4449,628,5.875313949,23263,6.397031033,0.039827536,0.286599765,1
hsa-miR-4450,515,6.177599981,23376,6.387849337,0.020885333,0.980481575,1
hsa-miR-4451,221,5.795229047,23670,6.388807962,0.072366839,0.201653289,1
hsa-miR-4452,160,6.604749902,23731,6.3818242,0.057811249,0.662896229,1
hsa-miR-4453,408,6.250059594,23483,6.385632405,0.041495809,0.494646575,1
hsa-miR-4454,103,6.70978364,23788,6.38190358,0.100108401,0.255502983,1
hsa-miR-4455,383,5.684703932,23508,6.394699186,0.053414403,0.232498782,1
hsa-miR-4456,557,5.984767441,23334,6.392830831,0.058656903,0.047341394,1
hsa-miR-4457,674,6.119355525,23217,6.390980077,0.039338117,0.262815322,1
hsa-miR-4458,602,5.873880192,23289,6.396485646,0.044603351,0.193454529,1
hsa-miR-4460,21,10.59061593,23870,6.379615716,0.318042173,0.028682844,1
hsa-miR-4462,687,5.610676931,23204,6.406192684,0.06093043,0.014105794,1
hsa-miR-4463,1199,6.251980441,22692,6.390256722,0.03380123,0.148149772,1
hsa-miR-4464,42,8.466793063,23849,6.379647984,0.117007002,0.614345814,1
hsa-miR-4465,351,6.53597528,23540,6.381040899,0.059472874,0.173077997,1
hsa-miR-4466,728,5.964471479,23163,6.396481235,0.041500619,0.175732804,1
hsa-miR-4467,433,5.823767787,23458,6.393645606,0.044902422,0.358044737,1
hsa-miR-4468,341,6.095869646,23550,6.387479343,0.029259391,0.935777757,1
hsa-miR-4470,397,7.027984004,23494,6.372423616,0.057612973,0.149723213,1
hsa-miR-4471,405,6.523838002,23486,6.380893966,0.029590941,0.876686055,1
hsa-miR-4473,113,7.479610667,23778,6.378107245,0.071899212,0.606186822,1
hsa-miR-4474-3p,1448,5.859502558,22443,6.417113148,0.039509083,0.028626195,1
hsa-miR-4474-5p,86,6.189999047,23805,6.38401555,0.06298413,0.885913153,1
hsa-miR-4475,251,6.368050828,23640,6.383479244,0.051242071,0.531906882,1
hsa-miR-4476,2807,6.1062665,21084,6.42020205,0.02899789,0.031026892,1
hsa-miR-4477a,27,5.843219083,23864,6.383928225,0.100597832,0.947765533,1
hsa-miR-4477b,6,10.57957619,23885,6.382263036,0,1,1
hsa-miR-4478,2843,6.377639144,21048,6.384084093,0.027622156,0.043764507,1
hsa-miR-4479,278,5.087616413,23613,6.398571665,0.094491146,0.014796325,1
hsa-miR-448,141,5.735034289,23750,6.387165905,0.111722284,0.060446672,1
hsa-miR-4480,163,6.703750292,23728,6.38111593,0.05012302,0.810729341,1
hsa-miR-4482-3p,171,6.231362464,23720,6.38441261,0.052994487,0.726972799,1
hsa-miR-4482-5p,743,5.741549676,23148,6.40391648,0.057058495,0.018419886,1
hsa-miR-4483,567,5.269808009,23324,6.410386252,0.082502313,0.001067553,1
