transcript,chr,start,end,strand,gene,exonnum
NONHSAT113507.2,chr6,71407864,71420745,-,NONHSAG094269.2,3
NONHSAT113508.2,chr6,71407864,71420745,-,NONHSAG094269.2,4
NONHSAT113510.2,chr6,71401477,71420165,-,NONHSAG094269.2,3
NONHSAT113511.2,chr6,71407864,71420745,-,NONHSAG094269.2,4
NONHSAT113538.2,chr6,73263215,73276517,+,NONHSAG044119.3,3
NONHSAT113539.2,chr6,73263245,73301401,+,NONHSAG044119.3,2
NONHSAT113541.2,chr6,73268051,73291340,+,NONHSAG044119.3,3
NONHSAT113543.2,chr6,73270446,73291414,+,NONHSAG044119.3,2
NONHSAT113544.2,chr6,73274139,73310365,-,NONHSAG044120.2,5
NONHSAT113549.2,chr6,73290403,73291262,+,NONHSAG044119.3,1
NONHSAT113565.2,chr6,73515752,73521568,-,NONHSAG044129.2,3
NONHSAT113570.2,chr6,73519380,73520080,-,NONHSAG044130.2,2
NONHSAT113572.2,chr6,73523620,73573133,+,NONHSAG044131.3,3
NONHSAT113578.2,chr6,73654580,73656330,+,NONHSAG044135.2,2
NONHSAT113601.2,chr6,75285014,75296567,+,NONHSAG044151.3,3
NONHSAT113602.2,chr6,75285014,75291864,+,NONHSAG044151.3,3
NONHSAT113603.2,chr6,75285033,75285391,+,NONHSAG044151.3,1
NONHSAT113605.2,chr6,75296519,75297980,+,NONHSAG044151.3,1
NONHSAT113613.2,chr6,75397826,75399346,+,NONHSAG044154.3,3
NONHSAT113630.2,chr6,75678691,75697989,+,NONHSAG044165.2,4
NONHSAT113631.2,chr6,75723953,75724949,+,NONHSAG044166.2,1
NONHSAT113632.2,chr6,75725205,75725636,+,NONHSAG044167.2,1
NONHSAT113676.2,chr6,79067692,79068138,-,NONHSAG044189.2,1
NONHSAT113679.2,chr6,79233674,79236800,+,NONHSAG044192.3,2
NONHSAT113696.2,chr6,79537568,79541764,+,NONHSAG044203.3,3
NONHSAT113700.2,chr6,79537629,79541843,+,NONHSAG044203.3,3
NONHSAT113701.2,chr6,79537471,79542261,+,NONHSAG044203.3,3
NONHSAT113702.2,chr6,79538728,79556191,+,NONHSAG044203.3,4
NONHSAT113705.2,chr6,79552794,79553160,+,NONHSAG044204.2,1
NONHSAT113706.2,chr6,79573877,79575530,+,NONHSAG044205.2,1
NONHSAT113726.2,chr6,80440730,80441172,+,NONHSAG044218.2,1
NONHSAT113730.2,chr6,80442169,80463147,+,NONHSAG044217.2,3
NONHSAT113734.2,chr6,80466958,80469080,+,NONHSAG044219.2,1
NONHSAT113763.2,chr6,82369263,82370828,+,NONHSAG044234.2,1
NONHSAT113777.2,chr6,82916051,82917955,-,NONHSAG044243.2,1
NONHSAT113778.2,chr6,82924829,82925122,-,NONHSAG044244.2,1
NONHSAT113782.2,chr6,83119853,83138321,-,NONHSAG044246.2,5
NONHSAT113796.2,chr6,83961125,84006970,+,NONHSAG044257.2,4
NONHSAT113798.2,chr6,83976652,83978339,+,NONHSAG044259.2,2
NONHSAT113834.2,chr6,85387247,85390377,-,NONHSAG094315.2,2
NONHSAT113838.2,chr6,85498441,85499046,-,NONHSAG044274.2,1
NONHSAT113843.2,chr6,85560315,85561210,-,NONHSAG044278.2,2
NONHSAT113844.2,chr6,85595227,85604405,-,NONHSAG044279.2,6
NONHSAT113848.2,chr6,85659892,85660606,-,NONHSAG044283.3,1
NONHSAT113851.2,chr6,85665852,85678733,-,NONHSAG044283.3,4
NONHSAT113854.2,chr6,85676182,85678781,-,NONHSAG044283.3,6
NONHSAT113856.2,chr6,85677008,85678733,-,NONHSAG044283.3,5
NONHSAT113857.2,chr6,85677008,85678722,-,NONHSAG044283.3,4
NONHSAT113860.2,chr6,85677082,85678733,-,NONHSAG044283.3,3
NONHSAT113861.2,chr6,85677084,85678733,-,NONHSAG044283.3,4
NONHSAT113862.2,chr6,85677084,85678733,-,NONHSAG044283.3,4
NONHSAT113866.2,chr6,85677469,85678733,-,NONHSAG044283.3,2
NONHSAT113899.2,chr6,87322588,87399741,+,NONHSAG044303.2,3
NONHSAT113900.2,chr6,87371593,87392801,+,NONHSAG044303.2,4
NONHSAT113901.2,chr6,87380033,87390673,+,NONHSAG044304.2,4
NONHSAT113914.2,chr6,87700302,87701215,-,NONHSAG044316.2,1
NONHSAT113926.2,chr6,88139938,88142947,-,NONHSAG044324.2,1
NONHSAT113934.2,chr6,88963864,88965356,+,NONHSAG044329.2,2
NONHSAT113935.2,chr6,89001548,89001814,+,NONHSAG044330.2,1
NONHSAT113949.2,chr6,89568145,89638482,-,NONHSAG044338.2,6
NONHSAT113963.2,chr6,89820304,89820893,+,NONHSAG044345.2,1
NONHSAT113966.2,chr6,89829909,89860842,+,NONHSAG044346.2,7
NONHSAT113967.2,chr6,89840940,89841548,+,NONHSAG044347.2,1
NONHSAT114072.2,chr6,96836223,96837197,-,NONHSAG044412.2,2
NONHSAT114084.2,chr6,97283303,97306098,+,NONHSAG044421.3,2
NONHSAT114109.2,chr6,98873725,98948006,-,NONHSAG044429.2,8
NONHSAT114110.2,chr6,98896732,98948006,-,NONHSAG044429.2,5
NONHSAT114119.2,chr6,99424919,99431373,+,NONHSAG044434.3,2
NONHSAT114125.2,chr6,99520994,99533182,+,NONHSAG044436.3,5
NONHSAT114126.2,chr6,99526064,99585206,+,NONHSAG044436.3,5
NONHSAT114128.2,chr6,99531440,99566974,+,NONHSAG044436.3,3
NONHSAT114134.2,chr6,99568097,99569096,+,NONHSAG044439.2,1
NONHSAT114206.2,chr6,105082541,105083328,+,NONHSAG044483.2,1
NONHSAT114210.2,chr6,105137287,105169945,+,NONHSAG044484.3,4
NONHSAT114217.2,chr6,105302453,105302823,-,NONHSAG044488.2,1
NONHSAT114227.2,chr6,106100140,106100593,+,NONHSAG044497.2,1
NONHSAT114255.2,chr6,106716913,106787513,-,NONHSAG044512.3,5
NONHSAT114256.2,chr6,106717451,106724908,-,NONHSAG044512.3,3
NONHSAT114257.2,chr6,106717452,106746004,-,NONHSAG044512.3,6
NONHSAT114258.2,chr6,106717452,106787511,-,NONHSAG044512.3,7
NONHSAT114264.2,chr6,106742880,106787499,-,NONHSAG044512.3,3
NONHSAT114265.2,chr6,106745244,106787498,-,NONHSAG044512.3,5
NONHSAT114267.2,chr6,106747250,106787511,-,NONHSAG044512.3,4
NONHSAT114268.2,chr6,106766661,106787522,-,NONHSAG044512.3,3
NONHSAT114303.2,chr6,107263167,107263413,-,NONHSAG044524.2,1
NONHSAT114344.2,chr6,108318079,108318404,+,NONHSAG044545.2,1
NONHSAT114356.2,chr6,108619010,108620616,+,NONHSAG044552.2,1
NONHSAT114357.2,chr6,108681284,108684768,+,NONHSAG044553.2,1
NONHSAT114388.2,chr6,109291028,109298629,+,NONHSAG044565.2,4
NONHSAT114390.2,chr6,109294303,109308220,+,NONHSAG044565.2,4
NONHSAT114392.2,chr6,109309270,109314195,+,NONHSAG044566.2,2
NONHSAT114452.2,chr6,111277689,111295896,+,NONHSAG044603.3,2
NONHSAT114453.2,chr6,111277932,111278742,+,NONHSAG044603.3,2
NONHSAT114456.2,chr6,111295501,111298604,+,NONHSAG044603.3,2
NONHSAT114467.2,chr6,111483369,111602930,+,NONHSAG093517.2,4
NONHSAT114468.2,chr6,111483472,111578180,+,NONHSAG093517.2,3
NONHSAT114471.2,chr6,111483369,111505796,+,NONHSAG093517.2,2
NONHSAT114472.2,chr6,111483537,111576741,+,NONHSAG093517.2,4
NONHSAT114474.2,chr6,111483537,111503611,+,NONHSAG093517.2,3
NONHSAT114475.2,chr6,111483899,111576590,+,NONHSAG093517.2,2
NONHSAT114476.2,chr6,111487153,111551449,+,NONHSAG093517.2,22
NONHSAT114481.2,chr6,111565251,111576877,+,NONHSAG093517.2,3
NONHSAT114482.2,chr6,111574548,111576718,+,NONHSAG093517.2,2
NONHSAT114483.2,chr6,111576318,111598508,+,NONHSAG093517.2,2
NONHSAT114519.2,chr6,112285655,112298907,-,NONHSAG044629.2,2
NONHSAT114556.2,chr6,113622667,113627679,-,NONHSAG044652.3,3
NONHSAT114575.2,chr6,113868013,113873351,-,NONHSAG044656.3,3
NONHSAT114584.2,chr6,113969701,114340738,+,NONHSAG044666.3,10
NONHSAT114638.2,chr6,115902057,115926877,-,NONHSAG044681.2,2
NONHSAT114639.2,chr6,116038756,116039495,+,NONHSAG044682.2,1
NONHSAT114644.2,chr6,116254189,116266637,+,NONHSAG044686.3,2
NONHSAT114645.2,chr6,116254207,116256743,+,NONHSAG044686.3,2
NONHSAT114647.2,chr6,116280199,116370273,+,NONHSAG044687.2,5
NONHSAT114651.2,chr6,116453014,116453565,-,NONHSAG044688.2,1
NONHSAT114681.2,chr6,117575319,117576385,-,NONHSAG044706.2,1
NONHSAT114686.2,chr6,117672813,117675284,-,NONHSAG044709.3,3
NONHSAT114689.2,chr6,117998975,117999448,+,NONHSAG044710.2,1
NONHSAT114763.2,chr6,123069674,123072917,+,NONHSAG044749.2,1
NONHSAT114788.2,chr6,125084066,125086338,+,NONHSAG044760.2,1
NONHSAT114812.2,chr6,125875168,125875498,+,NONHSAG044772.2,1
NONHSAT114815.2,chr6,126059631,126078922,+,NONHSAG044774.3,3
NONHSAT114816.2,chr6,126069856,126086827,+,NONHSAG044774.3,5
NONHSAT114817.2,chr6,126074083,126082826,+,NONHSAG044774.3,2
NONHSAT114821.2,chr6,126171700,126177522,+,NONHSAG044777.2,3
NONHSAT114827.2,chr6,126377655,127119849,-,NONHSAG044781.2,10
NONHSAT114850.2,chr6,127343627,127345327,+,NONHSAG044791.2,1
NONHSAT114858.2,chr6,127515791,127518933,-,NONHSAG044798.2,2
NONHSAT114866.2,chr6,128447398,128449301,-,NONHSAG044806.2,1
NONHSAT114882.2,chr6,129479613,129552586,-,NONHSAG044816.3,22
NONHSAT114885.2,chr6,129523626,129539726,-,NONHSAG044816.3,6
NONHSAT114928.2,chr6,131820334,131820653,+,NONHSAG044844.2,1
NONHSAT114936.2,chr6,131950946,132077393,+,NONHSAG044849.3,2
NONHSAT114975.2,chr6,132804374,132813463,-,NONHSAG044865.2,3
NONHSAT114985.2,chr6,133088080,133106578,+,NONHSAG044869.2,6
NONHSAT114996.2,chr6,133502252,133889006,-,NONHSAG044875.3,9
NONHSAT114999.2,chr6,133512972,133525206,+,NONHSAG044877.2,4
NONHSAT115001.2,chr6,133676729,133677429,-,NONHSAG044878.2,1
NONHSAT115011.2,chr6,133988072,133990428,+,NONHSAG044885.2,1
NONHSAT115059.2,chr6,135032228,135033747,-,NONHSAG044905.2,1
NONHSAT115067.2,chr6,135190128,135190347,+,NONHSAG044908.2,1
NONHSAT115084.2,chr6,135497351,135518789,+,NONHSAG044916.3,4
NONHSAT115086.2,chr6,135497854,135521585,+,NONHSAG044916.3,4
NONHSAT115104.2,chr6,135854036,136225624,-,NONHSAG044922.3,8
NONHSAT115106.2,chr6,135944251,135961821,+,NONHSAG044923.2,2
NONHSAT115111.2,chr6,136094715,136225595,-,NONHSAG044922.3,8
NONHSAT115112.2,chr6,136095960,136191875,-,NONHSAG044922.3,4
NONHSAT115126.2,chr6,136335714,136342216,-,NONHSAG044929.3,2
NONHSAT115130.2,chr6,136370920,136373823,-,NONHSAG044931.3,1
NONHSAT115131.2,chr6,136419847,136420425,-,NONHSAG044932.2,1
NONHSAT115165.2,chr6,137657814,137675368,+,NONHSAG095789.2,6
NONHSAT115209.2,chr6,138604017,138697288,-,NONHSAG044971.2,4
NONHSAT115211.2,chr6,138692479,138697280,+,NONHSAG044972.3,2
NONHSAT115213.2,chr6,138694214,138697266,+,NONHSAG044972.3,3
NONHSAT115229.2,chr6,139027624,139028645,+,NONHSAG044984.2,2
NONHSAT115289.2,chr6,140845958,140852924,-,NONHSAG095813.2,2
NONHSAT115295.2,chr6,141447010,141451018,+,NONHSAG045008.2,1
NONHSAT115302.2,chr6,142062717,142063053,+,NONHSAG045013.2,1
NONHSAT115310.2,chr6,142314128,142314661,+,NONHSAG045019.2,1
NONHSAT115324.2,chr6,142957391,142959510,+,NONHSAG045031.3,1
NONHSAT115343.2,chr6,143342246,143343383,+,NONHSAG045042.2,1
NONHSAT115347.2,chr6,143484979,143507327,+,NONHSAG045045.2,5
NONHSAT115349.2,chr6,143490705,143506102,+,NONHSAG045045.2,4
NONHSAT115356.2,chr6,143517881,143524259,+,NONHSAG093689.2,2
NONHSAT115364.2,chr6,143854069,143855953,+,NONHSAG045051.2,1
NONHSAT115380.2,chr6,144285155,144288184,+,NONHSAG045058.2,2
NONHSAT115388.2,chr6,144923587,144928835,+,NONHSAG095837.2,2
NONHSAT115400.2,chr6,145814787,145815463,+,NONHSAG045070.3,1
NONHSAT115401.2,chr6,145814876,145886585,+,NONHSAG045070.3,4
NONHSAT115410.2,chr6,145828516,145828800,+,NONHSAG045076.2,1
NONHSAT115411.2,chr6,145828876,145829460,+,NONHSAG045077.2,1
NONHSAT115414.2,chr6,145874752,145878078,+,NONHSAG045070.3,1
NONHSAT115417.2,chr6,145895036,145897422,-,NONHSAG045081.2,1
NONHSAT115429.2,chr6,146802795,146803709,-,NONHSAG045087.2,1
NONHSAT115453.2,chr6,147565729,147566713,+,NONHSAG045098.2,1
NONHSAT115498.2,chr6,149383833,149385871,+,NONHSAG045123.2,1
NONHSAT115509.2,chr6,149742570,149749665,-,NONHSAG045130.2,4
NONHSAT115513.2,chr6,149852462,149853192,-,NONHSAG045134.2,2
NONHSAT115517.2,chr6,149884332,149919447,+,NONHSAG093726.2,4
NONHSAT115521.2,chr6,149904243,149906418,+,NONHSAG093726.2,1
NONHSAT115529.2,chr6,149998019,150005144,-,NONHSAG045141.2,4
NONHSAT115554.2,chr6,151099529,151099933,+,NONHSAG045156.2,1
NONHSAT115567.2,chr6,151391544,151404853,+,NONHSAG045160.3,2
NONHSAT115588.2,chr6,152402398,152404966,+,NONHSAG045170.2,2
NONHSAT115609.2,chr6,153002892,153011780,+,NONHSAG045182.3,1
NONHSAT115641.2,chr6,154397327,154404179,-,NONHSAG045200.2,6
NONHSAT115642.2,chr6,154510772,154522375,+,NONHSAG045201.3,2
NONHSAT115652.2,chr6,154841045,154841533,+,NONHSAG045208.2,1
NONHSAT115664.2,chr6,155253139,155256724,-,NONHSAG045213.2,2
NONHSAT115696.2,chr6,156776360,156777077,-,NONHSAG045231.2,1
NONHSAT115703.2,chr6,156976479,156977101,+,NONHSAG045235.2,1
NONHSAT115706.2,chr6,157220274,157221381,-,NONHSAG045237.2,2
NONHSAT115708.2,chr6,157291852,157323525,-,NONHSAG045238.2,4
NONHSAT115712.2,chr6,157372556,157373171,-,NONHSAG045242.2,1
NONHSAT115726.2,chr6,157924402,157924676,+,NONHSAG045251.2,1
NONHSAT115734.2,chr6,158245180,158294072,+,NONHSAG045257.2,9
NONHSAT115814.2,chr6,158798650,158800861,-,NONHSAG045265.2,1
NONHSAT115815.2,chr6,158817979,158822240,+,NONHSAG095917.2,3
NONHSAT115818.2,chr6,158908837,158910236,+,NONHSAG045268.3,2
NONHSAT115823.2,chr6,159001285,159005952,+,NONHSAG093766.2,1
NONHSAT115826.2,chr6,159000282,159028401,+,NONHSAG093766.2,2
NONHSAT115849.2,chr6,159569549,159595202,-,NONHSAG045291.2,2
NONHSAT115857.2,chr6,159698749,159701402,-,NONHSAG045294.2,1
NONHSAT115867.2,chr6,159712801,159713985,-,NONHSAG045295.2,1
NONHSAT115869.2,chr6,159725511,159727096,-,NONHSAG045297.2,1
NONHSAT115892.2,chr6,160094037,160096212,+,NONHSAG045308.2,1
NONHSAT115893.2,chr6,160108374,160111504,+,NONHSAG045309.2,1
NONHSAT115900.2,chr6,160272617,160276130,+,NONHSAG045315.2,2
NONHSAT115901.2,chr6,160403634,160404866,+,NONHSAG045316.2,1
NONHSAT115903.2,chr6,160453428,160511007,-,NONHSAG045317.2,17
NONHSAT115905.2,chr6,160467184,160511124,-,NONHSAG045317.2,10
NONHSAT115937.2,chr6,161160132,161161982,-,NONHSAG045337.2,1
NONHSAT115955.2,chr6,163309985,163324530,-,NONHSAG045344.2,6
NONHSAT115963.2,chr6,163473420,163474160,+,NONHSAG045350.2,1
NONHSAT115990.2,chr6,164793375,164822053,-,NONHSAG045370.3,4
NONHSAT116000.2,chr6,165279664,165281695,-,NONHSAG045374.2,3
NONHSAT116002.2,chr6,165327486,165328978,-,NONHSAG045375.2,1
NONHSAT116009.2,chr6,165773038,165775354,-,NONHSAG045380.2,2
NONHSAT116010.2,chr6,165773052,165776801,-,NONHSAG045380.2,2
NONHSAT116012.2,chr6,165797659,165811780,-,NONHSAG045381.2,1
NONHSAT116014.2,chr6,165901877,165911019,-,NONHSAG045383.2,2
NONHSAT116015.2,chr6,165901877,165911019,-,NONHSAG045383.2,2
NONHSAT116016.2,chr6,165908802,165987922,-,NONHSAG045383.2,3
NONHSAT116017.2,chr6,165924048,165988039,-,NONHSAG045383.2,2
NONHSAT116018.2,chr6,165939456,165988039,-,NONHSAG045383.2,2
NONHSAT116019.2,chr6,165940589,165987914,-,NONHSAG045383.2,3
NONHSAT116021.2,chr6,165946772,165987991,-,NONHSAG045383.2,4
NONHSAT116022.2,chr6,165948223,165988048,-,NONHSAG045383.2,2
NONHSAT116023.2,chr6,165948483,165951343,-,NONHSAG045383.2,3
NONHSAT116030.2,chr6,166097720,166099637,+,NONHSAG045387.3,2
NONHSAT116042.2,chr6,166342542,166343129,+,NONHSAG045392.3,1
NONHSAT116043.2,chr6,166342631,166351469,+,NONHSAG045392.3,2
NONHSAT116063.2,chr6,166933375,166957191,-,NONHSAG045401.2,3
NONHSAT116065.2,chr6,166944365,166946663,-,NONHSAG045403.2,1
NONHSAT116067.2,chr6,166977835,166998086,-,NONHSAG045405.3,11
NONHSAT116076.2,chr6,167051960,167052859,+,NONHSAG045408.2,1
NONHSAT116124.2,chr6,167975948,167997186,-,NONHSAG045435.3,3
NONHSAT116126.2,chr6,167977398,167996175,-,NONHSAG045435.3,2
NONHSAT116129.2,chr6,167992822,167997077,-,NONHSAG045435.3,3
NONHSAT116148.2,chr6,168298069,168302114,-,NONHSAG045448.2,2
NONHSAT116182.2,chr6,169158092,169162924,-,NONHSAG045470.3,2
NONHSAT116188.2,chr6,169213187,169239565,+,NONHSAG045473.3,3
NONHSAT116190.2,chr6,169213396,169214733,+,NONHSAG045473.3,2
NONHSAT116194.2,chr6,169286534,169287476,-,NONHSAG045476.2,2
NONHSAT116218.2,chr6,169724082,169724474,-,NONHSAG045485.2,2
NONHSAT116219.2,chr6,169724834,169726070,+,NONHSAG045486.3,1
NONHSAT116227.2,chr6,169770413,169772042,+,NONHSAG045490.2,1
NONHSAT116229.2,chr6,169788845,169801515,-,NONHSAG045491.2,3
NONHSAT116273.2,chr6,170348247,170388409,+,NONHSAG045514.2,3
NONHSAT116275.2,chr6,170394194,170405078,+,NONHSAG045516.2,4
NONHSAT116284.2,chr6,170575594,170576937,-,NONHSAG045520.2,1
NONHSAT116286.2,chr6,170577081,170579827,+,NONHSAG045521.2,1
NONHSAT116299.2,chr6,170745518,170745977,+,NONHSAG045528.2,1
NONHSAT116307.2,chr6_GL000250v2_alt,170058,173168,-,NONHSAG045534.2,2
NONHSAT116480.2,chr6_GL000250v2_alt,4198998,4208587,+,NONHSAG045617.2,2
NONHSAT116481.2,chr6_GL000250v2_alt,4198998,4208587,+,NONHSAG045617.2,2
NONHSAT116504.2,chr6_GL000251v2_alt,395169,398279,-,NONHSAG045631.2,2
NONHSAT116537.2,chr6_GL000251v2_alt,1225576,1232815,-,NONHSAG045652.2,6
NONHSAT116628.2,chr6_GL000251v2_alt,2039751,2043443,+,NONHSAG045692.2,2
NONHSAT116825.2,chr6_GL000251v2_alt,4306371,4315954,+,NONHSAG045801.2,2
NONHSAT116826.2,chr6_GL000251v2_alt,4306371,4315954,+,NONHSAG045801.2,2
NONHSAT116978.2,chr6_GL000252v2_alt,1815855,1819547,+,NONHSAG045882.2,2
NONHSAT117014.2,chr6_GL000252v2_alt,2147436,2148488,+,NONHSAG045902.2,2
NONHSAT117134.2,chr6_GL000252v2_alt,3360197,3361786,-,NONHSAG045974.2,3
NONHSAT117173.2,chr6_GL000252v2_alt,4137694,4147277,+,NONHSAG045989.2,2
NONHSAT117174.2,chr6_GL000252v2_alt,4137694,4147277,+,NONHSAG045989.2,2
NONHSAT117200.2,chr6_GL000252v2_alt,4510980,4511667,-,NONHSAG046003.2,3
NONHSAT117329.2,chr6_GL000253v2_alt,1870260,1873952,+,NONHSAG046064.2,2
NONHSAT117381.2,chr6_GL000253v2_alt,2453575,2455817,-,NONHSAG046095.2,3
NONHSAT117419.2,chr6_GL000253v2_alt,2929943,2930538,+,NONHSAG046118.2,2
NONHSAT117428.2,chr6_GL000253v2_alt,2944068,2944828,-,NONHSAG046121.2,2
NONHSAT117430.2,chr6_GL000253v2_alt,2947720,2949246,-,NONHSAG046123.2,3
NONHSAT117451.2,chr6_GL000253v2_alt,3400579,3403206,-,NONHSAG046134.2,1
NONHSAT117524.2,chr6_GL000253v2_alt,4313525,4323107,+,NONHSAG046155.2,2
NONHSAT117631.2,chr6_GL000254v2_alt,1904077,1907769,+,NONHSAG046218.2,2
NONHSAT117676.2,chr6_GL000254v2_alt,2482496,2484175,+,NONHSAG046241.2,2
NONHSAT117679.2,chr6_GL000254v2_alt,2487224,2489243,-,NONHSAG046243.2,4
NONHSAT117705.2,chr6_GL000254v2_alt,2806319,2807782,+,NONHSAG046254.2,1
NONHSAT117720.2,chr6_GL000254v2_alt,2970520,2971648,+,NONHSAG046264.2,2
NONHSAT117771.2,chr6_GL000254v2_alt,3311846,3314131,-,NONHSAG046292.2,3
NONHSAT117828.2,chr6_GL000254v2_alt,4193202,4202791,+,NONHSAG046319.2,2
NONHSAT117829.2,chr6_GL000254v2_alt,4193202,4202791,+,NONHSAG046319.2,2
NONHSAT117855.2,chr6_GL000254v2_alt,4755598,4756394,-,NONHSAG046334.2,2
NONHSAT117858.2,chr6_GL000254v2_alt,4827484,4827813,+,NONHSAG046336.2,1
NONHSAT117866.2,chr6_GL000255v2_alt,170056,173166,-,NONHSAG046342.2,2
NONHSAT117868.2,chr6_GL000255v2_alt,180358,185765,-,NONHSAG046343.2,2
NONHSAT117890.2,chr6_GL000255v2_alt,873966,878111,-,NONHSAG046359.2,3
NONHSAT117900.2,chr6_GL000255v2_alt,1000802,1001487,-,NONHSAG046364.2,2
NONHSAT117961.2,chr6_GL000255v2_alt,1600237,1601939,+,NONHSAG046393.2,4
NONHSAT117983.2,chr6_GL000255v2_alt,1802280,1802901,-,NONHSAG046399.2,2
NONHSAT117988.2,chr6_GL000255v2_alt,1815116,1818808,+,NONHSAG046400.2,2
NONHSAT118064.2,chr6_GL000255v2_alt,2673673,2674003,+,NONHSAG046445.2,1
NONHSAT118079.2,chr6_GL000255v2_alt,2889772,2890574,+,NONHSAG046456.2,2
NONHSAT118082.2,chr6_GL000255v2_alt,2891178,2892068,+,NONHSAG046456.2,2
NONHSAT118084.2,chr6_GL000255v2_alt,2892354,2893589,+,NONHSAG046456.2,3
NONHSAT118085.2,chr6_GL000255v2_alt,2892653,2893589,+,NONHSAG046456.2,3
NONHSAT118100.2,chr6_GL000255v2_alt,2947270,2948880,-,NONHSAG046464.2,3
NONHSAT118116.2,chr6_GL000255v2_alt,3148390,3149158,-,NONHSAG046474.2,3
NONHSAT118118.2,chr6_GL000255v2_alt,3207390,3208059,+,NONHSAG046476.2,2
NONHSAT118123.2,chr6_GL000255v2_alt,3225780,3228179,-,NONHSAG046479.2,5
NONHSAT118124.2,chr6_GL000255v2_alt,3225780,3228222,-,NONHSAG046479.2,4
NONHSAT118126.2,chr6_GL000255v2_alt,3225780,3228208,-,NONHSAG046479.2,6
NONHSAT118177.2,chr6_GL000255v2_alt,4088459,4098041,+,NONHSAG046500.2,2
NONHSAT118178.2,chr6_GL000255v2_alt,4088459,4098041,+,NONHSAG046500.2,2
NONHSAT118208.2,chr6_GL000255v2_alt,4470286,4470930,+,NONHSAG046518.2,3
NONHSAT118214.2,chr6_GL000255v2_alt,4605105,4605630,+,NONHSAG046522.2,1
NONHSAT118223.2,chr6_GL000256v2_alt,213876,216986,-,NONHSAG046528.2,2
NONHSAT118228.2,chr6_GL000256v2_alt,253180,253934,+,NONHSAG046531.2,1
NONHSAT118312.2,chr6_GL000256v2_alt,1643599,1645314,+,NONHSAG046577.2,3
NONHSAT118338.2,chr6_GL000256v2_alt,1847952,1848573,-,NONHSAG046582.2,2
NONHSAT118343.2,chr6_GL000256v2_alt,1860786,1864478,+,NONHSAG046583.2,2
NONHSAT118398.2,chr6_GL000256v2_alt,2762424,2765058,+,NONHSAG046618.2,2
NONHSAT118415.2,chr6_GL000256v2_alt,2933688,2934597,+,NONHSAG046629.2,2
NONHSAT118416.2,chr6_GL000256v2_alt,2934523,2934990,+,NONHSAG046629.2,2
NONHSAT118435.2,chr6_GL000256v2_alt,2990878,2991583,-,NONHSAG046637.2,2
NONHSAT118466.2,chr6_GL000256v2_alt,3281580,3282635,+,NONHSAG046655.2,2
NONHSAT118519.2,chr6_GL000256v2_alt,4293383,4302974,+,NONHSAG046683.2,2
NONHSAT118520.2,chr6_GL000256v2_alt,4293383,4302974,+,NONHSAG046683.2,2
NONHSAT118549.2,chr6_GL000256v2_alt,4720813,4721407,+,NONHSAG046699.2,1
NONHSAT118550.2,chr6_GL000256v2_alt,4724006,4724211,+,NONHSAG046700.2,1
NONHSAT118554.2,chr6_GL000256v2_alt,4848790,4852564,+,NONHSAG046702.2,4
NONHSAT118555.2,chr6_GL000256v2_alt,4859485,4861506,+,NONHSAG046703.2,4
NONHSAT118557.2,chr6_GL000256v2_alt,4863966,4865037,+,NONHSAG046704.2,2
NONHSAT118564.2,chr7,29246,31980,-,NONHSAG046706.3,1
NONHSAT118589.2,chr7,144643,148690,-,NONHSAG046713.3,2
NONHSAT118590.2,chr7,144699,149532,-,NONHSAG046713.3,4
NONHSAT118592.2,chr7,144971,149424,-,NONHSAG046713.3,3
NONHSAT118594.2,chr7,145253,149488,-,NONHSAG046713.3,2
NONHSAT118598.2,chr7,147339,149424,-,NONHSAG046713.3,3
NONHSAT118599.2,chr7,147513,149532,-,NONHSAG046713.3,3
NONHSAT118601.2,chr7,149597,155465,+,NONHSAG046716.3,2
NONHSAT118622.2,chr7,262569,263456,+,NONHSAG046726.2,4
NONHSAT118637.2,chr7,520298,525229,+,NONHSAG046735.3,2
NONHSAT118645.2,chr7,519303,526643,+,NONHSAG046735.3,2
NONHSAT118650.2,chr7,716403,722803,-,NONHSAG046738.2,2
NONHSAT118679.2,chr7,980014,980640,-,NONHSAG046749.2,2
NONHSAT118705.2,chr7,1160246,1167273,+,NONHSAG046760.3,3
NONHSAT118706.2,chr7,1160437,1164625,+,NONHSAG046760.3,4
NONHSAT118707.2,chr7,1160374,1165958,+,NONHSAG046760.3,3
NONHSAT118711.2,chr7,1160462,1172551,+,NONHSAG046760.3,3
NONHSAT118712.2,chr7,1162925,1163375,+,NONHSAG046760.3,2
NONHSAT118725.2,chr7,1460414,1464592,-,NONHSAG046766.2,3
NONHSAT118730.2,chr7,1540411,1541973,+,NONHSAG046771.2,1
NONHSAT118737.2,chr7,1570073,1589626,+,NONHSAG046774.3,4
NONHSAT118738.2,chr7,1570073,1589625,+,NONHSAG046774.3,5
NONHSAT118739.2,chr7,1570073,1589625,+,NONHSAG046774.3,6
NONHSAT118740.2,chr7,1570082,1575971,+,NONHSAG046774.3,3
NONHSAT118743.2,chr7,1570159,1583271,+,NONHSAG046774.3,4
NONHSAT118744.2,chr7,1570391,1574864,+,NONHSAG046774.3,2
NONHSAT118745.2,chr7,1570418,1583438,+,NONHSAG046774.3,4
NONHSAT118746.2,chr7,1570082,1578162,+,NONHSAG046774.3,2
