,transcript_id,freeenergy,length
NM_001288583,NM_001288583,-246.7,529
NM_201521,NM_201521,-996.3,2404
NM_197977,NM_197977,-926,3307
NM_001288762,NM_001288762,-1171.5,4214
NM_001287823,NM_001287823,-817.1,3152
NM_001100819,NM_001100819,-902.3,3725
NM_001258033,NM_001258033,-1263.2,3682
NM_018087,NM_018087,-1369.6,4840
NM_145756,NM_145756,-719.3,2788
NM_001184702,NM_001184702,-1179.4,3299
NM_001304799,NM_001304799,-983.3,2244
NM_001286634,NM_001286634,-597.4,2031
NM_001145373,NM_001145373,-1131.5,3125
NM_001202403,NM_001202403,-1860.47,4570
NM_018396,NM_018396,-670.3,2192
NM_001166242,NM_001166242,-550.3,1558
NM_001318063,NM_001318063,-525.8,1602
NM_001308215,NM_001308215,-1486.62,4141
NM_001301855,NM_001301855,-1049.9,2860
NM_001282759,NM_001282759,-624.4,2254
NM_001301820,NM_001301820,-1792,3664
NM_001286829,NM_001286829,-843.7,1684
NM_001242927,NM_001242927,-833.1,2426
NM_001257234,NM_001257234,-1115.8,3911
NM_001282616,NM_001282616,-539,1943
NM_001172651,NM_001172651,-666.7,2459
NM_001258219,NM_001258219,-650,2437
NM_001143941,NM_001143941,-644.9,2451
NM_001286797,NM_001286797,-655.7,1501
NM_001288807,NM_001288807,-984.8,2216
NM_173793,NM_173793,-753.5,1988
NM_001300746,NM_001300746,-857,2257
NM_001288572,NM_001288572,-809.8,2035
NM_001127236,NM_001127236,-839.9,3437
NM_001199812,NM_001199812,-1325.3,4495
NM_001303444,NM_001303444,-506.9,1237
NM_001286803,NM_001286803,-596.5,1320
NM_001261386,NM_001261386,-443.6,1766
NM_206956,NM_206956,-876.2,2414
NM_033661,NM_033661,-658.1,1554
NM_016499,NM_016499,-468.1,1287
NM_001261411,NM_001261411,-1199.14,3414
NM_001286512,NM_001286512,-863.6,2083
NM_001164381,NM_001164381,-820.3,2934
NM_001281447,NM_001281447,-210.9,648
NM_021823,NM_021823,-866.9,2268
NM_181846,NM_181846,-1639.1,4643
NM_001195220,NM_001195220,-1883.4,4455
NM_001287219,NM_001287219,-1204.1,4243
NM_001171202,NM_001171202,-892.7,2618
NM_014167,NM_014167,-382.6,1617
NM_018167,NM_018167,-770.2,2635
NM_001166260,NM_001166260,-516.1,1482
NM_001135911,NM_001135911,-933.5,2399
NM_001282351,NM_001282351,-1777,3684
NM_001047434,NM_001047434,-1064.2,3990
NM_006753,NM_006753,-973.7,2326
NM_001291587,NM_001291587,-1166.8,3182
NM_017793,NM_017793,-1083,2333
NM_012225,NM_012225,-674.8,1408
NM_001301062,NM_001301062,-777,2161
NM_153256,NM_153256,-1258.8,3360
NM_145254,NM_145254,-1558.62,4886
NM_152719,NM_152719,-652.6,1637
NM_001287046,NM_001287046,-787,1763
NM_001271787,NM_001271787,-1165.9,4373
NM_032177,NM_032177,-1247,3641
NM_001271649,NM_001271649,-494.74,2415
NM_005723,NM_005723,-1129.5,3406
NM_001304271,NM_001304271,-843.5,2117
NM_001303442,NM_001303442,-504.4,1234
NM_001159379,NM_001159379,-1156.9,3035
NM_001303436,NM_001303436,-712.3,1923
NM_001272062,NM_001272062,-1069.2,2588
NM_001159944,NM_001159944,-1683.8,3756
NM_001297658,NM_001297658,-956.8,2058
NM_032663,NM_032663,-1169.77,3771
NM_001142468,NM_001142468,-571.3,1725
NM_001286175,NM_001286175,-1231.1,4635
NM_001159377,NM_001159377,-1163.6,3038
NM_006626,NM_006626,-998.5,4111
NM_001195306,NM_001195306,-478.7,2057
NM_024664,NM_024664,-756.8,2312
NM_001300848,NM_001300848,-447.8,1259
NM_198524,NM_198524,-346,1559
NM_001146276,NM_001146276,-1174.9,4318
NM_001270837,NM_001270837,-763.9,1691
NM_001278741,NM_001278741,-1046.6,3895
NM_016525,NM_016525,-933.1,2743
NM_199415,NM_199415,-1774.6,4200
NM_003500,NM_003500,-817.6,2356
NM_014065,NM_014065,-798,2736
NM_001303425,NM_001303425,-817.4,2998
NM_032848,NM_032848,-855.1,2053
NM_001301371,NM_001301371,-258.6,753
NM_033342,NM_033342,-554.9,1241
NM_001253798,NM_001253798,-1211.4,4167
NM_152636,NM_152636,-1184.3,4416
NM_001297733,NM_001297733,-1647.1,4534
NM_201627,NM_201627,-1186.9,2744
NM_138431,NM_138431,-811.8,1601
NM_016361,NM_016361,-687.4,1832
NM_025075,NM_025075,-268.2,1027
NM_016257,NM_016257,-1769.1,4895
NM_001137674,NM_001137674,-825.3,3210
NM_001305018,NM_001305018,-1382.2,3436
NM_001242841,NM_001242841,-869.1,3293
NM_001191324,NM_001191324,-786.7,3298
NM_001256433,NM_001256433,-1481.4,3079
NM_001290293,NM_001290293,-462.3,1206
NM_001304563,NM_001304563,-568.2,1290
NM_017909,NM_017909,-580.8,2013
NM_001278233,NM_001278233,-595.4,1668
NM_001280541,NM_001280541,-1499.5,4242
NM_031444,NM_031444,-1509.5,3630
NM_001170688,NM_001170688,-1582.3,3155
NM_199180,NM_199180,-1276.3,2993
NM_001303411,NM_001303411,-1225.9,4534
NM_018323,NM_018323,-984.8,3601
NM_001306150,NM_001306150,-549.2,1574
NM_001304790,NM_001304790,-1169.6,2853
NM_001304479,NM_001304479,-932.8,3510
NM_182577,NM_182577,-757.2,1607
NM_001166239,NM_001166239,-719.8,1783
NM_001300733,NM_001300733,-521.5,1562
NM_001261384,NM_001261384,-567.3,2176
NM_001278196,NM_001278196,-1083.3,3791
NM_001308210,NM_001308210,-1714.4,4897
NM_001284416,NM_001284416,-648.4,2041
NM_001194995,NM_001194995,-624.3,1901
NM_020456,NM_020456,-1113.9,3235
NM_182852,NM_182852,-509.7,1686
NM_001270643,NM_001270643,-825.9,2783
NM_201598,NM_201598,-823.5,2309
NM_024699,NM_024699,-528.3,2210
NM_001300833,NM_001300833,-1653.9,3664
NM_003451,NM_003451,-646.7,2274
NM_001258221,NM_001258221,-464.9,1715
NM_001304960,NM_001304960,-672.34,2091
NM_001260477,NM_001260477,-956,2223
NM_016732,NM_016732,-1823.14,4790
NM_001286715,NM_001286715,-1182.4,4491
NM_001302884,NM_001302884,-1054.6,3572
NM_001171909,NM_001171909,-768.3,2099
NM_001289173,NM_001289173,-838.9,3010
NM_001287492,NM_001287492,-1044.7,3992
NM_001143984,NM_001143984,-886.7,2568
NM_030914,NM_030914,-1090.4,2650
NM_001300818,NM_001300818,-535.54,2216
NM_001085430,NM_001085430,-649.6,2043
NM_001303247,NM_001303247,-482.6,1439
NM_003843,NM_003843,-753,3180
NM_001289132,NM_001289132,-529.5,1642
NM_014688,NM_014688,-1448.3,4848
NM_001164460,NM_001164460,-381.2,1299
NM_207119,NM_207119,-1389.7,3428
NM_004672,NM_004672,-1956.1,4353
NM_001044305,NM_001044305,-925,3349
NM_138357,NM_138357,-868.14,2962
NM_001281731,NM_001281731,-977.9,2855
NM_152743,NM_152743,-1446.3,3013
NM_001200052,NM_001200052,-840.5,2782
NM_173179,NM_173179,-1012.9,2520
NM_015434,NM_015434,-1343.5,4555
NM_001297746,NM_001297746,-1122.7,4010
NM_024771,NM_024771,-1335.3,3681
NM_001017992,NM_001017992,-738.77,2812
NM_001159727,NM_001159727,-1155.4,2736
NM_001243541,NM_001243541,-821.7,2167
NM_001163380,NM_001163380,-998.3,2883
NM_001286520,NM_001286520,-878.3,2088
NM_025139,NM_025139,-787.7,2317
NM_001308219,NM_001308219,-841.9,2329
NM_001127889,NM_001127889,-496,1658
NM_178432,NM_178432,-948.4,2382
NM_006576,NM_006576,-962.7,3163
NM_001297661,NM_001297661,-744.3,1557
NM_001243438,NM_001243438,-1491,4910
NM_001242369,NM_001242369,-1410.5,2891
NM_001308136,NM_001308136,-340.3,1158
NM_001318066,NM_001318066,-1191.8,4105
NM_001271168,NM_001271168,-719,1774
NM_001272061,NM_001272061,-1107.9,2687
NM_001286068,NM_001286068,-672.1,2589
NM_024751,NM_024751,-1170.3,4043
NM_001286246,NM_001286246,-837.9,2081
NM_178563,NM_178563,-903.2,3542
NM_001308044,NM_001308044,-859.6,2475
NM_145236,NM_145236,-1560.6,3641
NM_001142425,NM_001142425,-546.6,1967
NM_007041,NM_007041,-1344.5,4930
NM_001286237,NM_001286237,-1077.3,3507
NM_001278212,NM_001278212,-1270.1,3115
NM_173490,NM_173490,-469,1266
NM_001288998,NM_001288998,-1512.9,3472
NM_020792,NM_020792,-1167.1,4294
NM_024587,NM_024587,-914.3,2379
NM_001253815,NM_001253815,-823.9,1806
NM_001257098,NM_001257098,-554.8,1982
NM_001193515,NM_001193515,-1237.2,4758
NM_198147,NM_198147,-1359.8,3365
NM_001102367,NM_001102367,-1100.7,2948
NM_018424,NM_018424,-1425,4030
NM_001306149,NM_001306149,-450,932
NM_001144950,NM_001144950,-1945.81,4910
NM_001301253,NM_001301253,-1043.8,3740
NM_030968,NM_030968,-1273.7,3006
NM_006867,NM_006867,-990.8,3138
NM_001004319,NM_001004319,-353.3,1014
NM_016108,NM_016108,-430.9,1479
NM_001258391,NM_001258391,-885.9,2590
NM_033296,NM_033296,-763,2184
NM_001012267,NM_001012267,-1108.3,3413
NM_001300839,NM_001300839,-356.72,1196
NM_144777,NM_144777,-773.9,3240
NM_001286473,NM_001286473,-341.2,1041
NM_001303031,NM_001303031,-839.7,2566
NM_018988,NM_018988,-1428.3,3325
NM_001037666,NM_001037666,-679.5,1644
NM_001267863,NM_001267863,-115.3,414
NM_014949,NM_014949,-927.5,3009
NM_001258217,NM_001258217,-751.7,2701
NM_198469,NM_198469,-232.5,727
NM_022116,NM_022116,-939.1,3547
NM_001242484,NM_001242484,-916,2795
NM_199359,NM_199359,-858.9,2299
NM_001276405,NM_001276405,-735.3,1773
NM_015952,NM_015952,-419.1,1448
NM_018839,NM_018839,-1252.2,3475
NM_001271786,NM_001271786,-1144.8,4390
NM_001318163,NM_001318163,-853.37,3316
NM_144713,NM_144713,-445.8,2009
NM_177965,NM_177965,-1055.37,3378
NM_016586,NM_016586,-415.5,1661
NM_001304833,NM_001304833,-799.6,1797
NM_213607,NM_213607,-674.6,1766
NM_153816,NM_153816,-1062.3,3765
NM_032786,NM_032786,-844.1,2188
NM_001286256,NM_001286256,-591,1601
NM_001287508,NM_001287508,-583.8,1963
NM_024520,NM_024520,-484.5,1525
NM_003675,NM_003675,-442.9,1711
NM_173564,NM_173564,-1708.5,3594
NM_001171166,NM_001171166,-1757.5,4394
NM_001170687,NM_001170687,-1658.5,3308
NM_133455,NM_133455,-1068.7,2133
NM_001286245,NM_001286245,-829.8,2062
NM_080603,NM_080603,-1176.3,2787
NM_001270891,NM_001270891,-337.3,796
NM_001271006,NM_001271006,-336.9,813
NM_001010983,NM_001010983,-847.7,2394
NM_001271849,NM_001271849,-419.5,1099
NM_025115,NM_025115,-862.1,2763
NM_001199809,NM_001199809,-1305.2,4408
NM_001142762,NM_001142762,-482.8,1701
NM_001297745,NM_001297745,-861.1,3397
NM_001167865,NM_001167865,-457.5,1417
NM_001306198,NM_001306198,-983.6,3544
NM_001304957,NM_001304957,-797.04,2173
NM_001301699,NM_001301699,-481.4,1337
NM_001100603,NM_001100603,-744.6,2621
NM_030961,NM_030961,-1993.7,4723
NM_001286134,NM_001286134,-1559.5,3765
NM_001099672,NM_001099672,-222.4,971
NM_001243342,NM_001243342,-1252.4,3562
NM_001257281,NM_001257281,-800,2481
NM_001282554,NM_001282554,-1247.67,4512
NM_001318058,NM_001318058,-716.2,2521
NM_001284251,NM_001284251,-1446.8,3592
NM_001252499,NM_001252499,-554.4,1962
NM_001282758,NM_001282758,-569.2,1956
NM_001204888,NM_001204888,-2065.5,4484
NM_004713,NM_004713,-1051.1,4396
NM_203295,NM_203295,-1126.1,2660
NM_001318061,NM_001318061,-1026.3,3831
NM_032854,NM_032854,-1010.4,2397
NM_018114,NM_018114,-744.7,1816
NM_173542,NM_173542,-1190.7,2832
NM_001251977,NM_001251977,-826.8,2754
NM_001284271,NM_001284271,-754,2849
NM_001282606,NM_001282606,-547.8,2019
NM_001164267,NM_001164267,-828.9,2201
NM_001297568,NM_001297568,-718.6,2791
NM_199179,NM_199179,-1025,2432
NM_001281460,NM_001281460,-1052.1,2657
NM_001242482,NM_001242482,-957.9,2901
NM_001284501,NM_001284501,-749.1,1598
NM_014050,NM_014050,-768.1,3139
NM_001271950,NM_001271950,-1250.1,3939
NM_001289170,NM_001289170,-818.9,2927
NM_001195263,NM_001195263,-1765.2,4164
NM_001318162,NM_001318162,-678.3,1750
NM_001164380,NM_001164380,-856.4,3065
NM_016271,NM_016271,-928.4,3585
NM_175732,NM_175732,-908.8,2651
NM_024316,NM_024316,-346.5,941
NM_001307983,NM_001307983,-400.3,1335
NM_001170796,NM_001170796,-524,2189
NM_001297738,NM_001297738,-551.2,2447
NM_172177,NM_172177,-768.1,3142
NM_001300816,NM_001300816,-550.24,2258
NM_001301017,NM_001301017,-849.8,3195
NM_030664,NM_030664,-916.5,3771
NM_022764,NM_022764,-1163,3059
NM_000476,NM_000476,-905.6,2266
NM_001040135,NM_001040135,-633.8,2013
NM_001258035,NM_001258035,-1232.7,3671
NM_001278185,NM_001278185,-1129.9,4297
NM_003431,NM_003431,-673.3,2605
NM_001258413,NM_001258413,-883,2353
NM_001301019,NM_001301019,-862.8,3239
NM_001270767,NM_001270767,-338.4,1072
NM_001009996,NM_001009996,-749.3,1799
NM_012286,NM_012286,-556,1998
NM_001128228,NM_001128228,-1378.1,2641
NM_001278563,NM_001278563,-1429.1,3057
NM_001278234,NM_001278234,-549.2,1501
NM_001272063,NM_001272063,-1079.8,2618
NM_012279,NM_012279,-1536.02,4327
NM_001127890,NM_001127890,-567.5,1758
NM_015023,NM_015023,-1961.7,4816
NM_001267536,NM_001267536,-1279.3,4563
NM_033027,NM_033027,-1376.2,3188
NM_001164392,NM_001164392,-1036.1,3973
NM_016329,NM_016329,-1397.2,4558
NM_001204358,NM_001204358,-424.5,1544
NM_001277090,NM_001277090,-1312,4323
NM_024682,NM_024682,-979.4,2390
NM_001144923,NM_001144923,-1142.7,4257
NM_001163724,NM_001163724,-277,556
NM_001260486,NM_001260486,-820.5,2732
NM_021154,NM_021154,-640.1,2132
NM_001286617,NM_001286617,-689.9,2269
NM_001297614,NM_001297614,-1049.3,3738
NM_001282551,NM_001282551,-1278.9,4603
NM_001286769,NM_001286769,-904,2845
NM_199360,NM_199360,-896.5,2428
NM_001017417,NM_001017417,-295.3,1027
NM_012247,NM_012247,-1055.1,3275
NM_001278227,NM_001278227,-1004.1,2469
NM_145028,NM_145028,-444.2,1231
NM_001286407,NM_001286407,-738.2,1945
NM_017586,NM_017586,-1346.9,2766
NM_178584,NM_178584,-831.7,3187
NM_001173991,NM_001173991,-467.2,1306
NM_001001976,NM_001001976,-1349.6,4930
NM_001265601,NM_001265601,-550.1,1554
NM_001282570,NM_001282570,-492.1,1514
NM_001284287,NM_001284287,-995.8,2323
NM_032806,NM_032806,-1078.6,2556
NM_001286070,NM_001286070,-630.1,2442
NM_207356,NM_207356,-514.4,1705
NM_001278168,NM_001278168,-707.2,1912
NM_001081003,NM_001081003,-569,1453
NM_003434,NM_003434,-1101.3,2912
NM_001301773,NM_001301773,-711.4,2009
NM_015655,NM_015655,-1406.2,4302
NM_001168222,NM_001168222,-937.6,2299
NM_032869,NM_032869,-983.2,3965
NM_001300861,NM_001300861,-421.8,982
NM_001244767,NM_001244767,-550.5,2063
NM_001537,NM_001537,-555.3,1989
NM_001288579,NM_001288579,-1005.1,4028
NM_017595,NM_017595,-960.4,2474
NM_001001671,NM_001001671,-1570.3,4633
NM_001204173,NM_001204173,-1197.3,4563
NM_001303426,NM_001303426,-803.7,2954
NM_033110,NM_033110,-890.8,2678
NM_002484,NM_002484,-438,1320
NM_014599,NM_014599,-849.5,2108
NM_001304834,NM_001304834,-972.5,2228
NM_001288993,NM_001288993,-912.2,2376
NM_001288748,NM_001288748,-867.6,2292
NM_198275,NM_198275,-1137.3,3986
NM_004704,NM_004704,-684.7,1590
NM_001171949,NM_001171949,-575.9,1496
NM_032380,NM_032380,-949.4,3264
NM_001278635,NM_001278635,-1137.2,2411
NM_001033504,NM_001033504,-703.5,1732
NM_017744,NM_017744,-1375.4,4552
NM_001304835,NM_001304835,-1023.5,2348
NM_016408,NM_016408,-777.2,2143
NM_001256378,NM_001256378,-1271,4292
NM_152439,NM_152439,-841.85,2901
NM_201613,NM_201613,-431.5,1486
NM_001284263,NM_001284263,-1196.4,3937
NM_032924,NM_032924,-914.7,2857
NM_198243,NM_198243,-1452.3,4974
NM_001286191,NM_001286191,-949.8,2641
NM_001009955,NM_001009955,-1149.9,3178
NM_001142541,NM_001142541,-466.8,1860
NM_013260,NM_013260,-1014.4,2758
NM_006320,NM_006320,-1249.9,3790
NM_018561,NM_018561,-1169.7,3194
NM_001288609,NM_001288609,-856.3,2294
NM_033204,NM_033204,-1975,4709
NM_001260504,NM_001260504,-991.5,3602
NM_001281445,NM_001281445,-405.5,1186
NM_018120,NM_018120,-778.1,3051
NM_001282169,NM_001282169,-1261.2,4607
NM_001288615,NM_001288615,-1292.8,3933
NM_016400,NM_016400,-414.5,1351
NM_001278231,NM_001278231,-886.2,3171
NM_018394,NM_018394,-784.2,2771
NM_001281457,NM_001281457,-911.6,2254
NM_144716,NM_144716,-378.1,1035
NM_024319,NM_024319,-629.1,1448
NM_001286176,NM_001286176,-1218.5,4626
NM_001291719,NM_001291719,-730.9,2099
NM_001282686,NM_001282686,-714.7,1516
NM_015420,NM_015420,-798.7,2657
NM_024108,NM_024108,-362.6,838
NM_001040697,NM_001040697,-631,2425
NM_016606,NM_016606,-967.9,2203
NM_206539,NM_206539,-883.8,2053
NM_001271021,NM_001271021,-507.3,1485
NM_001282855,NM_001282855,-898.9,3515
NM_023003,NM_023003,-525.5,1909
NM_017894,NM_017894,-395.3,1010
NM_173073,NM_173073,-910.8,2262
NM_001125,NM_001125,-1286,3704
NM_015122,NM_015122,-1329.7,3225
NM_003288,NM_003288,-878.3,2359
NM_001286216,NM_001286216,-1059.6,2848
NM_001081004,NM_001081004,-530.1,1321
NM_171998,NM_171998,-1053.3,3512
NM_001040664,NM_001040664,-1454.8,3208
NM_001303126,NM_001303126,-500.4,1303
NM_173618,NM_173618,-513.3,1200
NM_024936,NM_024936,-825,2814
NM_016143,NM_016143,-1291.64,3568
NM_001278508,NM_001278508,-1194.8,4261
NM_023074,NM_023074,-918.6,3234
NM_001284286,NM_001284286,-1477.5,3529
NM_022374,NM_022374,-1134.3,4314
NM_016483,NM_016483,-756.8,2240
NM_025040,NM_025040,-1227.4,4676
NM_001282801,NM_001282801,-1146.3,4820
NM_001288767,NM_001288767,-1688.6,3529
NM_152264,NM_152264,-1146.9,2429
NM_001199811,NM_001199811,-1337.7,4513
NM_032850,NM_032850,-770,1962
NM_001242912,NM_001242912,-482,1743
NM_001193537,NM_001193537,-288.7,1169
NM_031461,NM_031461,-1129.1,4334
NM_031420,NM_031420,-557.7,1664
NM_001289010,NM_001289010,-1678.5,4476
NM_031421,NM_031421,-716.6,2310
NM_004749,NM_004749,-945.9,2291
NM_182849,NM_182849,-378.4,1305
NM_001286574,NM_001286574,-401.1,1150
NM_001286135,NM_001286135,-347.5,1167
NM_001177801,NM_001177801,-412.7,1078
NM_001256825,NM_001256825,-820.9,3165
NM_001168340,NM_001168340,-917,3237
NM_001261382,NM_001261382,-614.7,2359
NM_032898,NM_032898,-681.3,2216
NM_181711,NM_181711,-969.8,1973
NM_015954,NM_015954,-539.1,1821
NM_001286152,NM_001286152,-1133.4,3950
NM_206954,NM_206954,-766.8,2210
NM_001145548,NM_001145548,-1171.3,3279
NM_032246,NM_032246,-1355,3534
NM_001007169,NM_001007169,-762.7,2433
NM_001040177,NM_001040177,-570.3,1656
NM_024419,NM_024419,-944.7,2343
NM_001286401,NM_001286401,-665.6,2023
NM_016216,NM_016216,-780.1,2690
NM_001282571,NM_001282571,-491.5,1534
NM_033017,NM_033017,-1094.5,3458
NM_007072,NM_007072,-681,2679
NM_138384,NM_138384,-655.4,1614
NM_005851,NM_005851,-649.2,1499
NM_018430,NM_018430,-1006.3,2692
NM_001283001,NM_001283001,-1042.9,2666
NM_001173476,NM_001173476,-643.4,1449
NM_001286656,NM_001286656,-757.5,1619
NM_001261441,NM_001261441,-884.7,3205
NM_001258222,NM_001258222,-440.9,1671
NM_001292017,NM_001292017,-643.7,2162
NM_001304495,NM_001304495,-1529.6,4128
NM_015950,NM_015950,-477.7,1333
NM_001286121,NM_001286121,-1100.2,3716
NM_001242548,NM_001242548,-1244.9,3111
NM_001300748,NM_001300748,-877.9,2286
NM_001136497,NM_001136497,-1188.8,4576
NM_001256477,NM_001256477,-858.7,2176
NM_021199,NM_021199,-729.3,2003
NM_001194991,NM_001194991,-762.9,1899
NM_001282500,NM_001282500,-410.2,1497
NM_014166,NM_014166,-575.4,2287
NM_152265,NM_152265,-1203.5,4643
NM_001127482,NM_001127482,-1090.9,3118
NM_001304497,NM_001304497,-565.9,2120
NM_014160,NM_014160,-923.3,2859
NM_031210,NM_031210,-118.5,420
NM_001304822,NM_001304822,-197.2,582
NM_020685,NM_020685,-848.6,3539
NM_001278657,NM_001278657,-1353.8,3511
NM_001006641,NM_001006641,-1472.2,3446
NM_001303024,NM_001303024,-344.5,880
NM_016440,NM_016440,-780.2,2129
NM_020230,NM_020230,-750.9,1745
NM_001300949,NM_001300949,-1910.3,4581
NM_001283031,NM_001283031,-543.1,2145
NM_001048210,NM_001048210,-1377.7,4835
NM_001031734,NM_001031734,-367.7,864
NM_001286510,NM_001286510,-861.7,2079
NM_001304958,NM_001304958,-825.14,2280
NM_014209,NM_014209,-666.7,1510
NM_001146321,NM_001146321,-853.8,2977
NM_001144951,NM_001144951,-651.7,1371
NM_001256823,NM_001256823,-826.9,3203
NM_001243195,NM_001243195,-356.2,1000
NM_001304533,NM_001304533,-562.8,1854
NM_019852,NM_019852,-678.6,2038
NM_001242628,NM_001242628,-960.5,2498
NM_130809,NM_130809,-1208.7,4699
NM_001301839,NM_001301839,-1000.9,2710
NM_001144002,NM_001144002,-1299.77,4334
NM_001278393,NM_001278393,-1039.74,4106
NM_001297551,NM_001297551,-336.8,1280
NM_001278167,NM_001278167,-777.2,2140
NM_001242918,NM_001242918,-438.7,1550
NM_001171204,NM_001171204,-975.7,2866
NM_001282192,NM_001282192,-632.7,1912
NM_001100814,NM_001100814,-760,1864
NM_139173,NM_139173,-512.9,1879
NM_001301102,NM_001301102,-833.9,2172
NM_001168368,NM_001168368,-1732.6,4309
NM_001305080,NM_001305080,-829.2,1972
NM_144695,NM_144695,-1032.3,4124
NM_001204451,NM_001204451,-726.8,2571
NM_001017396,NM_001017396,-1210.5,3908
NM_032816,NM_032816,-822.4,2687
NM_023012,NM_023012,-596.5,2349
NM_001258220,NM_001258220,-514.6,2043
NM_003618,NM_003618,-1183.4,4362
NM_001130706,NM_001130706,-822.4,2263
NM_015041,NM_015041,-1204.9,4158
NM_016032,NM_016032,-1528.8,4619
NM_001167947,NM_001167947,-458.6,1117
NM_207342,NM_207342,-392.1,1298
NM_001164595,NM_001164595,-1251.3,3837
NM_001184801,NM_001184801,-835.1,2493
NM_012260,NM_012260,-721.2,2287
NM_001280790,NM_001280790,-1218.2,3218
NM_001286704,NM_001286704,-725.84,2808
NM_024901,NM_024901,-1068.3,3296
NM_001301684,NM_001301684,-640.9,2590
NM_015274,NM_015274,-1616.6,4201
NM_001271686,NM_001271686,-901.9,2149
NM_001172631,NM_001172631,-1679.2,4478
NM_024894,NM_024894,-964.9,3515
NM_001288760,NM_001288760,-1271.9,4509
NM_001271852,NM_001271852,-655.8,2751
NM_001286067,NM_001286067,-713.9,2726
NM_001286800,NM_001286800,-629.8,1451
NM_024296,NM_024296,-420.5,1110
NM_001012761,NM_001012761,-1493.1,4601
NM_001267584,NM_001267584,-1841.6,4357
NM_001289120,NM_001289120,-697.8,2728
NM_001289190,NM_001289190,-711.1,2888
NM_001271314,NM_001271314,-1152.2,3739
NM_001199298,NM_001199298,-810.5,2615
NM_001278432,NM_001278432,-687.2,2935
